_id,Periode,Wilayah,Kecamatan,Nama Puskesmas,Poli,Baru,Lama,Total Kunjungan
99,Desember,Surabaya Timur,Tambaksari,Puskesmas Gading,LOKET,0,1,1
100,Desember,Surabaya Timur,Tambaksari,Puskesmas Gading,PARU,3,131,134
101,Desember,Surabaya Timur,Tambaksari,Puskesmas Gading,PSIKOLOGI,1,23,24
102,Desember,Surabaya Timur,Tambaksari,Puskesmas Gading,RAWAT INAP,1,0,1
103,Desember,Surabaya Timur,Tambaksari,Puskesmas Gading,UMUM,370,2427,2797
104,Desember,Surabaya Selatan,Gayungan,Puskesmas Gayungan,BATRA,3,35,38
105,Desember,Surabaya Selatan,Gayungan,Puskesmas Gayungan,GIGI,73,672,745
106,Desember,Surabaya Selatan,Gayungan,Puskesmas Gayungan,GIZI,8,49,57
107,Desember,Surabaya Selatan,Gayungan,Puskesmas Gayungan,KIA,133,613,746
108,Desember,Surabaya Selatan,Gayungan,Puskesmas Gayungan,LABORATORIUM,0,1,1
109,Desember,Surabaya Selatan,Gayungan,Puskesmas Gayungan,LANSIA,21,741,762
110,Desember,Surabaya Selatan,Gayungan,Puskesmas Gayungan,SANITASI,0,2,2
111,Desember,Surabaya Selatan,Gayungan,Puskesmas Gayungan,UMUM,417,1629,2046
112,Desember,Surabaya Pusat,Bubutan,Puskesmas Gundih,BATRA,0,6,6
113,Desember,Surabaya Pusat,Bubutan,Puskesmas Gundih,GIGI,10,282,292
114,Desember,Surabaya Pusat,Bubutan,Puskesmas Gundih,KIA,38,725,763
115,Desember,Surabaya Pusat,Bubutan,Puskesmas Gundih,LANSIA,4,462,466
116,Desember,Surabaya Pusat,Bubutan,Puskesmas Gundih,PARU,0,108,108
117,Desember,Surabaya Pusat,Bubutan,Puskesmas Gundih,PSIKOLOGI,3,11,14
118,Desember,Surabaya Pusat,Bubutan,Puskesmas Gundih,UMUM,45,1705,1750
119,Desember,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,BATRA,0,5,5
120,Desember,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,GIGI,90,265,355
121,Desember,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,GIZI,33,50,83
122,Desember,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,INSTALASI GAWAT DARURAT,0,2,2
123,Desember,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,KIA,175,599,774
124,Desember,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,LANSIA,41,674,715
125,Desember,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,PKPR,23,33,56
126,Desember,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,PSIKOLOGI,4,15,19
127,Desember,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,RAWAT INAP,1,4,5
128,Desember,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,UMUM,338,1500,1838
129,Desember,Surabaya Selatan,Wonokromo,Puskesmas Jagir,BATRA,1,59,60
130,Desember,Surabaya Selatan,Wonokromo,Puskesmas Jagir,GIGI,130,598,728
131,Desember,Surabaya Selatan,Wonokromo,Puskesmas Jagir,GIZI,6,30,36
132,Desember,Surabaya Selatan,Wonokromo,Puskesmas Jagir,INSTALASI GAWAT DARURAT,52,37,89
133,Desember,Surabaya Selatan,Wonokromo,Puskesmas Jagir,KIA,260,1096,1356
134,Desember,Surabaya Selatan,Wonokromo,Puskesmas Jagir,LANSIA,106,1305,1411
135,Desember,Surabaya Selatan,Wonokromo,Puskesmas Jagir,PSIKOLOGI,4,21,25
136,Desember,Surabaya Selatan,Wonokromo,Puskesmas Jagir,RAWAT INAP,27,28,55
137,Desember,Surabaya Selatan,Wonokromo,Puskesmas Jagir,SANITASI,0,2,2
138,Desember,Surabaya Selatan,Wonokromo,Puskesmas Jagir,UMUM,394,2683,3077
139,Desember,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,BATRA,2,44,46
140,Desember,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,FARMASI,92,776,868
141,Desember,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,GIGI,52,279,331
142,Desember,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,GIZI,11,30,41
143,Desember,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,KIA,77,602,679
144,Desember,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,LABORATORIUM,23,143,166
145,Desember,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,LANSIA,16,370,386
146,Desember,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,PSIKOLOGI,18,38,56
147,Desember,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,UMUM,230,1367,1597
148,Desember,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,BATRA,1,11,12
149,Desember,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,GIGI,79,295,374
150,Desember,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,GIZI,6,26,32
151,Desember,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,INSTALASI GAWAT DARURAT,4,4,8
152,Desember,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,KIA,34,168,202
153,Desember,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,LANSIA,11,268,279
154,Desember,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,PSIKOLOGI,10,22,32
155,Desember,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,SANITASI,0,7,7
156,Desember,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,UMUM,344,1557,1901
157,Desember,Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,ANAK,32,240,272
158,Desember,Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,BATRA,1,46,47
159,Desember,Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,GIGI,39,296,335
160,Desember,Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,GIZI,1,4,5
161,Desember,Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,KIA,70,256,326
162,Desember,Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,LANSIA,30,417,447
163,Desember,Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,P2M,0,57,57
164,Desember,Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,PSIKOLOGI,3,4,7
165,Desember,Surabaya Timur,Mulyorejo,Puskesmas Kalijudan,UMUM,239,1231,1470
166,Desember,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,BATRA,6,43,49
167,Desember,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,GIGI,54,288,342
168,Desember,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,GIGI SPESIALIS ,6,449,455
169,Desember,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,GIZI,11,70,81
170,Desember,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,KIA,172,938,1110
171,Desember,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,LANSIA,9,250,259
172,Desember,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,PARU,7,93,100
173,Desember,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,PSIKOLOGI,4,39,43
174,Desember,Surabaya Timur,Rungkut,Puskesmas Kalirungkut,UMUM,366,2492,2858
175,Desember,Surabaya Selatan,Jambangan,Puskesmas Kebonsari,ANAK,66,452,518
176,Desember,Surabaya Selatan,Jambangan,Puskesmas Kebonsari,BATRA,3,88,91
177,Desember,Surabaya Selatan,Jambangan,Puskesmas Kebonsari,GIGI,91,347,438
178,Desember,Surabaya Selatan,Jambangan,Puskesmas Kebonsari,GIZI,3,5,8
179,Desember,Surabaya Selatan,Jambangan,Puskesmas Kebonsari,INSTALASI GAWAT DARURAT,23,35,58
180,Desember,Surabaya Selatan,Jambangan,Puskesmas Kebonsari,KIA,105,559,664
181,Desember,Surabaya Selatan,Jambangan,Puskesmas Kebonsari,LABORATORIUM,8,37,45
182,Desember,Surabaya Selatan,Jambangan,Puskesmas Kebonsari,LANSIA,35,629,664
183,Desember,Surabaya Selatan,Jambangan,Puskesmas Kebonsari,MEDICAL CHECK UP,15,19,34
184,Desember,Surabaya Selatan,Jambangan,Puskesmas Kebonsari,PSIKOLOGI,18,29,47
185,Desember,Surabaya Selatan,Jambangan,Puskesmas Kebonsari,RAWAT INAP,3,13,16
