_id,Periode,Wilayah,Kecamatan,Nama Puskesmas,Poli,Baru,Lama,Total
301,November,Surabaya Timur,Gubeng,Puskesmas Mojo,PSIKOLOGI,1,13,14
302,November,Surabaya Timur,Gubeng,Puskesmas Mojo,SANITASI,0,1,1
303,November,Surabaya Timur,Gubeng,Puskesmas Mojo,UMUM,332,2240,2572
304,November,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,ANAK,68,540,608
305,November,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,BATRA,2,22,24
306,November,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,GIGI,48,272,320
307,November,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,GIZI,22,116,138
308,November,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,KIA,65,241,306
309,November,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,LANSIA,11,529,540
310,November,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,PSIKOLOGI,9,17,26
311,November,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,UMUM,191,2001,2192
312,November,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,BATRA,0,65,65
313,November,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,GIGI,107,454,561
314,November,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,GIZI,36,80,116
315,November,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,HAMIL,38,237,275
316,November,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,INSTALASI GAWAT DARURAT,11,14,25
317,November,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,KIA,132,606,738
318,November,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,LANSIA,29,620,649
319,November,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,PSIKOLOGI,44,74,118
320,November,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,RAWAT INAP,11,8,19
321,November,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,UMUM,350,1651,2001
322,November,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,BATRA,1,22,23
323,November,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,GIGI,39,551,590
324,November,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,KIA,138,2324,2462
325,November,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,LANSIA,31,894,925
326,November,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,Pelayanan Anak Berkebutuhan Khusus(ABK),25,267,292
327,November,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,PSIKOLOGI,1,20,21
328,November,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,UMUM,293,1772,2065
329,November,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,BATRA,3,85,88
330,November,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,GIGI,41,300,341
331,November,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,GIZI,4,37,41
332,November,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,KIA,130,649,779
333,November,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,LANSIA,4,10,14
334,November,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,PSIKOLOGI,7,65,72
335,November,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,SANITASI,0,1,1
336,November,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,UMUM,272,2717,2989
337,November,Surabaya Selatan,Sawahan,Puskesmas Pakis,BATRA,0,37,37
338,November,Surabaya Selatan,Sawahan,Puskesmas Pakis,GIGI,23,397,420
339,November,Surabaya Selatan,Sawahan,Puskesmas Pakis,GIZI,1,33,34
340,November,Surabaya Selatan,Sawahan,Puskesmas Pakis,INSTALASI GAWAT DARURAT,1,0,1
341,November,Surabaya Selatan,Sawahan,Puskesmas Pakis,KIA,66,758,824
342,November,Surabaya Selatan,Sawahan,Puskesmas Pakis,LANSIA,13,700,713
343,November,Surabaya Selatan,Sawahan,Puskesmas Pakis,PARU,0,112,112
344,November,Surabaya Selatan,Sawahan,Puskesmas Pakis,PSIKOLOGI,8,19,27
345,November,Surabaya Selatan,Sawahan,Puskesmas Pakis,RAWAT INAP,3,1,4
346,November,Surabaya Selatan,Sawahan,Puskesmas Pakis,UMUM,269,1759,2028
347,November,Surabaya Selatan,Semampir,Puskesmas Pegirian,BATRA,0,66,66
348,November,Surabaya Selatan,Semampir,Puskesmas Pegirian,GIGI,53,365,418
349,November,Surabaya Selatan,Semampir,Puskesmas Pegirian,GIZI,0,27,27
350,November,Surabaya Selatan,Semampir,Puskesmas Pegirian,INSTALASI GAWAT DARURAT,1,0,1
351,November,Surabaya Selatan,Semampir,Puskesmas Pegirian,KIA,121,787,908
352,November,Surabaya Selatan,Semampir,Puskesmas Pegirian,LANSIA,9,478,487
353,November,Surabaya Selatan,Semampir,Puskesmas Pegirian,PSIKOLOGI,36,55,91
354,November,Surabaya Selatan,Semampir,Puskesmas Pegirian,SANITASI,3,59,62
355,November,Surabaya Selatan,Semampir,Puskesmas Pegirian,UMUM,157,2129,2286
356,November,Surabaya Pusat,Genteng,Puskesmas Peneleh,BATRA,2,10,12
357,November,Surabaya Pusat,Genteng,Puskesmas Peneleh,GIGI,25,305,330
358,November,Surabaya Pusat,Genteng,Puskesmas Peneleh,GIZI,1,15,16
359,November,Surabaya Pusat,Genteng,Puskesmas Peneleh,INSTALASI GAWAT DARURAT,3,0,3
360,November,Surabaya Pusat,Genteng,Puskesmas Peneleh,KIA,83,584,667
361,November,Surabaya Pusat,Genteng,Puskesmas Peneleh,LANSIA,27,699,726
362,November,Surabaya Pusat,Genteng,Puskesmas Peneleh,PSIKOLOGI,2,2,4
363,November,Surabaya Pusat,Genteng,Puskesmas Peneleh,UMUM,179,1839,2018
364,November,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,ANAK,80,644,724
365,November,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,BATRA,1,13,14
366,November,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,GIGI,69,399,468
367,November,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,GIZI,9,25,34
368,November,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,KIA,94,419,513
369,November,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,LANSIA,10,465,475
370,November,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,PARU,2,82,84
371,November,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,PSIKOLOGI,9,20,29
372,November,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,STD,7,90,97
373,November,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,UMUM,334,3517,3851
374,November,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,BATRA,0,94,94
375,November,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,GIGI,51,550,601
376,November,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,GIZI,1,4,5
377,November,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,INSTALASI GAWAT DARURAT,13,5,18
378,November,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,KIA,111,641,752
379,November,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,LANSIA,28,1256,1284
380,November,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,PSIKOLOGI,2,15,17
381,November,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,UMUM,280,2370,2650
382,November,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,BATRA,3,59,62
383,November,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,GIGI,53,415,468
384,November,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,GIZI,13,49,62
385,November,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,KIA,104,667,771
386,November,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,LANSIA,20,720,740
387,November,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,PSIKOLOGI,9,11,20
388,November,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,STD,42,22,64
389,November,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,UMUM,232,2045,2277
390,November,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,VCT,48,165,213
391,November,Surabaya Timur,Tambaksari,Puskesmas Rangkah,BATRA,1,30,31
392,November,Surabaya Timur,Tambaksari,Puskesmas Rangkah,GIGI,51,538,589
393,November,Surabaya Timur,Tambaksari,Puskesmas Rangkah,GIZI,3,8,11
394,November,Surabaya Timur,Tambaksari,Puskesmas Rangkah,INSTALASI GAWAT DARURAT,1,1,2
395,November,Surabaya Timur,Tambaksari,Puskesmas Rangkah,KIA,235,1158,1393
396,November,Surabaya Timur,Tambaksari,Puskesmas Rangkah,LANSIA,25,786,811
397,November,Surabaya Timur,Tambaksari,Puskesmas Rangkah,PARU,3,86,89
398,November,Surabaya Timur,Tambaksari,Puskesmas Rangkah,PSIKOLOGI,5,32,37
399,November,Surabaya Timur,Tambaksari,Puskesmas Rangkah,UMUM,350,2415,2765
400,November,Surabaya Selatan,Sawahan,Puskesmas Sawahan,BATRA,0,61,61
401,November,Surabaya Selatan,Sawahan,Puskesmas Sawahan,GIGI,59,453,512
402,November,Surabaya Selatan,Sawahan,Puskesmas Sawahan,GIZI,11,44,55
403,November,Surabaya Selatan,Sawahan,Puskesmas Sawahan,KIA,107,820,927
404,November,Surabaya Selatan,Sawahan,Puskesmas Sawahan,LANSIA,19,913,932
405,November,Surabaya Selatan,Sawahan,Puskesmas Sawahan,PSIKOLOGI,9,52,61
406,November,Surabaya Selatan,Sawahan,Puskesmas Sawahan,UMUM,268,2399,2667
407,November,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,ANAK,53,463,516
408,November,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,BATRA,0,8,8
409,November,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,GIGI,58,366,424
410,November,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,GIZI,2,47,49
411,November,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,INSTALASI GAWAT DARURAT,1,0,1
412,November,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,KIA,64,331,395
413,November,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,LANSIA,11,348,359
414,November,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,PARU,0,88,88
415,November,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,PSIKOLOGI,1,2,3
416,November,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,UMUM,203,1702,1905
417,November,Surabaya Barat,Benowo,Puskesmas Sememi,BATRA,0,34,34
418,November,Surabaya Barat,Benowo,Puskesmas Sememi,GIGI,55,562,617
419,November,Surabaya Barat,Benowo,Puskesmas Sememi,GIZI,13,42,55
420,November,Surabaya Barat,Benowo,Puskesmas Sememi,INSTALASI GAWAT DARURAT,14,10,24
421,November,Surabaya Barat,Benowo,Puskesmas Sememi,KIA,288,1303,1591
422,November,Surabaya Barat,Benowo,Puskesmas Sememi,LANSIA,22,607,629
423,November,Surabaya Barat,Benowo,Puskesmas Sememi,PSIKOLOGI,1,20,21
424,November,Surabaya Barat,Benowo,Puskesmas Sememi,RAWAT INAP,1,8,9
425,November,Surabaya Barat,Benowo,Puskesmas Sememi,UMUM,395,4346,4741
426,November,Surabaya Barat,Benowo,Puskesmas Sememi,VCT,7,39,46
427,November,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,BATRA,1,35,36
428,November,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,GIGI,62,282,344
429,November,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,GIZI,23,68,91
430,November,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,INSTALASI GAWAT DARURAT,1,1,2
431,November,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,KIA,98,523,621
432,November,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,LANSIA,12,699,711
433,November,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,PSIKOLOGI,20,24,44
434,November,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,UMUM,252,1855,2107
435,November,Surabaya Utara,Semampir,Puskesmas Sidotopo,BATRA,1,17,18
436,November,Surabaya Utara,Semampir,Puskesmas Sidotopo,GIGI,59,370,429
437,November,Surabaya Utara,Semampir,Puskesmas Sidotopo,GIZI,74,541,615
438,November,Surabaya Utara,Semampir,Puskesmas Sidotopo,INSTALASI GAWAT DARURAT,0,1,1
439,November,Surabaya Utara,Semampir,Puskesmas Sidotopo,KIA,85,321,406
440,November,Surabaya Utara,Semampir,Puskesmas Sidotopo,LANSIA,25,619,644
441,November,Surabaya Utara,Semampir,Puskesmas Sidotopo,PARU,4,130,134
442,November,Surabaya Utara,Semampir,Puskesmas Sidotopo,PSIKOLOGI,1,10,11
443,November,Surabaya Utara,Semampir,Puskesmas Sidotopo,UMUM,259,2395,2654
444,November,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,BATRA,3,45,48
445,November,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,GIGI,84,622,706
446,November,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,GIZI,49,136,185
447,November,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,INSTALASI GAWAT DARURAT,2,3,5
448,November,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,KIA,236,1586,1822
449,November,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,LANSIA,12,634,646
450,November,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,LOKET,0,2,2
451,November,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,PARU,2,142,144
452,November,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,PSIKOLOGI,68,100,168
453,November,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,RAWAT INAP,33,119,152
454,November,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,SANITASI,39,119,158
455,November,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,UMUM,403,3497,3900
456,November,Surabaya Pusat,Simokerto,Puskesmas Simolawang,ANAK,74,607,681
457,November,Surabaya Pusat,Simokerto,Puskesmas Simolawang,BATRA,3,27,30
458,November,Surabaya Pusat,Simokerto,Puskesmas Simolawang,GIGI,44,533,577
459,November,Surabaya Pusat,Simokerto,Puskesmas Simolawang,GIZI,3,32,35
460,November,Surabaya Pusat,Simokerto,Puskesmas Simolawang,KIA,46,358,404
461,November,Surabaya Pusat,Simokerto,Puskesmas Simolawang,LANSIA,15,514,529
462,November,Surabaya Pusat,Simokerto,Puskesmas Simolawang,PARU,6,133,139
463,November,Surabaya Pusat,Simokerto,Puskesmas Simolawang,PSIKOLOGI,26,74,100
464,November,Surabaya Pusat,Simokerto,Puskesmas Simolawang,UMUM,151,2216,2367
465,November,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,ANAK,45,660,705
466,November,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,BATRA,3,69,72
467,November,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,GIGI,58,656,714
468,November,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,GIZI,15,61,76
469,November,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,INSTALASI GAWAT DARURAT,22,71,93
470,November,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,KIA,132,885,1017
471,November,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,LANSIA,40,1462,1502
472,November,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,PSIKOLOGI,2,25,27
473,November,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,RAWAT INAP,3,9,12
474,November,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,UMUM,310,2797,3107
475,November,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,BATRA,1,42,43
476,November,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,GIGI,44,348,392
477,November,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,GIZI,4,42,46
478,November,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,INSTALASI GAWAT DARURAT,34,46,80
479,November,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,KIA,74,426,500
480,November,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,LANSIA,24,464,488
481,November,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,PSIKOLOGI,8,26,34
482,November,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,RAWAT INAP,3,8,11
483,November,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,UMUM,206,1903,2109
484,November,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,BATRA,6,136,142
485,November,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,GIGI,52,322,374
486,November,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,GIZI,0,18,18
487,November,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,KIA,105,741,846
488,November,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,LANSIA,30,805,835
489,November,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,PKPR,18,119,137
490,November,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,PSIKOLOGI,3,23,26
491,November,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,SANITASI,1,0,1
492,November,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,UMUM,237,2003,2240
493,November,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,BATRA,1,16,17
494,November,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,GIGI,42,447,489
495,November,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,GIZI,1,6,7
496,November,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,INSTALASI GAWAT DARURAT,2,3,5
497,November,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,KIA,76,551,627
498,November,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,LANSIA,6,225,231
499,November,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,PSIKOLOGI,2,22,24
500,November,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,UMUM,100,1205,1305
501,November,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,ANAK,72,468,540
502,November,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,BATRA,88,762,850
503,November,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,GIGI,55,681,736
504,November,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,GIZI,3,13,16
505,November,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,INSTALASI GAWAT DARURAT,30,30,60
506,November,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,KIA,142,818,960
507,November,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,LANSIA,21,584,605
508,November,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,MEDICAL CHECK UP,45,40,85
509,November,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,PSIKOLOGI,8,70,78
510,November,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,RAWAT INAP,18,79,97
511,November,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,SANITASI,0,1,1
512,November,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,UMUM,299,2545,2844
513,November,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,GIGI,50,370,420
514,November,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,GIZI,0,4,4
515,November,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,INSTALASI GAWAT DARURAT,9,15,24
516,November,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,KIA,92,410,502
517,November,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,LANSIA,12,321,333
518,November,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,PSIKOLOGI,21,10,31
519,November,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,RAWAT INAP,1,2,3
520,November,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,UMUM,180,1287,1467
521,November,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,BATRA,1,17,18
522,November,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,GIGI,45,398,443
523,November,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,GIZI,9,59,68
524,November,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,KIA,136,591,727
525,November,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,PSIKOLOGI,4,10,14
526,November,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,SANITASI,0,4,4
527,November,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,UMUM,318,2756,3074
528,November,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,BATRA,0,50,50
529,November,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,DEGENARATIF,0,3,3
530,November,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,GIGI,73,449,522
531,November,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,GIZI,15,43,58
532,November,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,INSTALASI GAWAT DARURAT,10,8,18
533,November,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,KIA,178,1073,1251
534,November,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,LANSIA,26,808,834
535,November,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,PSIKOLOGI,17,49,66
536,November,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,RAWAT INAP,2,14,16
537,November,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,UMUM,361,2308,2669
538,November,Surabaya Selatan,Wiyung,Puskesmas Wiyung,ANAK,80,582,662
539,November,Surabaya Selatan,Wiyung,Puskesmas Wiyung,BATRA,7,179,186
540,November,Surabaya Selatan,Wiyung,Puskesmas Wiyung,GIGI,80,631,711
541,November,Surabaya Selatan,Wiyung,Puskesmas Wiyung,GIZI,2,37,39
542,November,Surabaya Selatan,Wiyung,Puskesmas Wiyung,INSTALASI GAWAT DARURAT,0,1,1
543,November,Surabaya Selatan,Wiyung,Puskesmas Wiyung,KIA,43,438,481
544,November,Surabaya Selatan,Wiyung,Puskesmas Wiyung,LANSIA,18,685,703
545,November,Surabaya Selatan,Wiyung,Puskesmas Wiyung,PKPR,38,54,92
546,November,Surabaya Selatan,Wiyung,Puskesmas Wiyung,PSIKOLOGI,35,49,84
547,November,Surabaya Selatan,Wiyung,Puskesmas Wiyung,SANITASI,1,16,17
548,November,Surabaya Selatan,Wiyung,Puskesmas Wiyung,UMUM,344,2785,3129
549,November,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,BATRA,3,51,54
550,November,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,GIGI,41,384,425
551,November,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,GIZI,0,7,7
552,November,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,KIA,93,672,765
553,November,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,LANSIA,13,761,774
554,November,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,PSIKOLOGI,5,15,20
555,November,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,UMUM,265,1638,1903
556,November,Surabaya Selatan,Wonokromo,Puskesmas Wonokusumo,BATRA,1,11,12
557,November,Surabaya Selatan,Wonokromo,Puskesmas Wonokusumo,GIGI,49,701,750
558,November,Surabaya Selatan,Wonokromo,Puskesmas Wonokusumo,GIZI,0,27,27
559,November,Surabaya Selatan,Wonokromo,Puskesmas Wonokusumo,KIA,160,799,959
560,November,Surabaya Utara,Semampir,Puskesmas Wonokusumo,LANSIA,18,704,722
561,November,Surabaya Utara,Semampir,Puskesmas Wonokusumo,PSIKOLOGI,0,13,13
562,November,Surabaya Utara,Semampir,Puskesmas Wonokusumo,SANITASI,0,1,1
563,November,Surabaya Utara,Semampir,Puskesmas Wonokusumo,UMUM,274,2641,2915
564,November,Surabaya Utara,Semampir,Puskesmas Wonokusumo,KIA,143,865,1008
565,November,Surabaya Utara,Semampir,Puskesmas Wonokusumo,LANSIA,26,753,779
566,November,Surabaya Utara,Semampir,Puskesmas Wonokusumo,PSIKOLOGI,1,18,19
567,November,Surabaya Utara,Semampir,Puskesmas Wonokusumo,SANITASI,0,1,1
568,November,Surabaya Utara,Semampir,Puskesmas Wonokusumo,UMUM,263,2545,2808
569,November,Surabaya Utara,Semampir,Puskesmas Wonokusumo,UMUM,235,2631,2866
