_id,Periode,Wilayah,Kecamatan,Nama Puskesmas,Poli,Baru,Lama,Total
300,September,Surabaya Timur,Gubeng,Puskesmas Mojo,P2M,11,144,155
301,September,Surabaya Timur,Gubeng,Puskesmas Mojo,PSIKOLOGI,2,14,16
302,September,Surabaya Timur,Gubeng,Puskesmas Mojo,UMUM,432,2461,2893
303,September,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,ANAK,94,597,691
304,September,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,BATRA,1,34,35
305,September,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,GIGI,32,255,287
306,September,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,GIZI,12,136,148
307,September,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,INSTALASI GAWAT DARURAT,1,2,3
308,September,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,KIA,59,335,394
309,September,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,LANSIA,13,536,549
310,September,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,PSIKOLOGI,8,42,50
311,September,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,SANITASI,0,1,1
312,September,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,UMUM,263,2085,2348
313,September,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,BATRA,4,55,59
314,September,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,GIGI,127,431,558
315,September,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,GIZI,43,53,96
316,September,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,HAMIL,35,223,258
317,September,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,INSTALASI GAWAT DARURAT,14,11,25
318,September,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,KIA,149,591,740
319,September,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,LANSIA,23,589,612
320,September,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,PSIKOLOGI,54,58,112
321,September,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,RAWAT INAP,15,18,33
322,September,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,UMUM,379,1696,2075
323,September,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,BATRA,1,21,22
324,September,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,GIGI,29,554,583
325,September,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,KIA,145,2613,2758
326,September,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,LANSIA,33,913,946
327,September,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,Pelayanan Anak Berkebutuhan Khusus(ABK),25,202,227
328,September,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,PSIKOLOGI,4,14,18
329,September,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,UMUM,332,1854,2186
330,September,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,BATRA,3,30,33
331,September,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,GIGI,30,273,303
332,September,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,GIZI,1,23,24
333,September,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,KIA,108,781,889
334,September,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,LANSIA,0,6,6
335,September,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,PSIKOLOGI,2,46,48
336,September,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,UMUM,276,2677,2953
337,September,Surabaya Selatan,Sawahan,Puskesmas Pakis,BATRA,2,53,55
338,September,Surabaya Selatan,Sawahan,Puskesmas Pakis,GIGI,17,340,357
339,September,Surabaya Selatan,Sawahan,Puskesmas Pakis,GIZI,2,29,31
340,September,Surabaya Selatan,Sawahan,Puskesmas Pakis,KIA,73,733,806
341,September,Surabaya Selatan,Sawahan,Puskesmas Pakis,LANSIA,3,625,628
342,September,Surabaya Selatan,Sawahan,Puskesmas Pakis,PARU,0,77,77
343,September,Surabaya Selatan,Sawahan,Puskesmas Pakis,PSIKOLOGI,11,18,29
344,September,Surabaya Selatan,Sawahan,Puskesmas Pakis,RAWAT INAP,4,7,11
345,September,Surabaya Selatan,Sawahan,Puskesmas Pakis,UMUM,195,1754,1949
346,September,Surabaya Selatan,Semampir,Puskesmas Pegirian,BATRA,5,73,78
347,September,Surabaya Selatan,Semampir,Puskesmas Pegirian,GIGI,46,381,427
348,September,Surabaya Selatan,Semampir,Puskesmas Pegirian,GIZI,3,53,56
349,September,Surabaya Selatan,Semampir,Puskesmas Pegirian,KIA,111,753,864
350,September,Surabaya Selatan,Semampir,Puskesmas Pegirian,LANSIA,8,451,459
351,September,Surabaya Selatan,Semampir,Puskesmas Pegirian,PSIKOLOGI,29,39,68
352,September,Surabaya Selatan,Semampir,Puskesmas Pegirian,SANITASI,8,57,65
353,September,Surabaya Selatan,Semampir,Puskesmas Pegirian,UMUM,174,2132,2306
354,September,Surabaya Pusat,Genteng,Puskesmas Peneleh,BATRA,0,12,12
355,September,Surabaya Pusat,Genteng,Puskesmas Peneleh,GIGI,34,327,361
356,September,Surabaya Pusat,Genteng,Puskesmas Peneleh,GIZI,3,23,26
357,September,Surabaya Pusat,Genteng,Puskesmas Peneleh,KIA,95,625,720
358,September,Surabaya Pusat,Genteng,Puskesmas Peneleh,LANSIA,16,677,693
359,September,Surabaya Pusat,Genteng,Puskesmas Peneleh,PSIKOLOGI,0,7,7
360,September,Surabaya Pusat,Genteng,Puskesmas Peneleh,SANITASI,1,1,2
361,September,Surabaya Pusat,Genteng,Puskesmas Peneleh,UMUM,168,1855,2023
362,September,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,ANAK,108,733,841
363,September,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,BATRA,1,33,34
364,September,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,GIGI,48,354,402
365,September,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,GIZI,12,57,69
366,September,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,KIA,103,419,522
367,September,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,LANSIA,13,444,457
368,September,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,PARU,2,77,79
369,September,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,Poli PCR-SWAB,0,1,1
370,September,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,PSIKOLOGI,11,40,51
371,September,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,SANITASI,0,1,1
372,September,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,STD,2,90,92
373,September,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,UMUM,406,3485,3891
374,September,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,BATRA,2,95,97
375,September,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,GIGI,51,521,572
376,September,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,GIZI,0,7,7
377,September,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,INSTALASI GAWAT DARURAT,9,4,13
378,September,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,KIA,106,718,824
379,September,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,LANSIA,26,1343,1369
380,September,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,PSIKOLOGI,5,18,23
381,September,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,UMUM,303,2520,2823
382,September,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,BATRA,0,62,62
383,September,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,GIGI,41,443,484
384,September,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,GIZI,15,54,69
385,September,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,KIA,117,742,859
386,September,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,LANSIA,17,720,737
387,September,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,PSIKOLOGI,34,74,108
388,September,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,STD,38,37,75
389,September,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,UMUM,254,2078,2332
390,September,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,VCT,52,168,220
391,September,Surabaya Timur,Tambaksari,Puskesmas Rangkah,BATRA,2,10,12
392,September,Surabaya Timur,Tambaksari,Puskesmas Rangkah,GIGI,64,566,630
393,September,Surabaya Timur,Tambaksari,Puskesmas Rangkah,GIZI,8,22,30
394,September,Surabaya Timur,Tambaksari,Puskesmas Rangkah,KIA,527,1578,2105
395,September,Surabaya Timur,Tambaksari,Puskesmas Rangkah,LANSIA,31,913,944
396,September,Surabaya Timur,Tambaksari,Puskesmas Rangkah,PARU,3,74,77
397,September,Surabaya Timur,Tambaksari,Puskesmas Rangkah,PSIKOLOGI,9,32,41
398,September,Surabaya Timur,Tambaksari,Puskesmas Rangkah,RAWAT INAP,1,0,1
399,September,Surabaya Timur,Tambaksari,Puskesmas Rangkah,UMUM,375,2521,2896
400,September,Surabaya Selatan,Sawahan,Puskesmas Sawahan,BATRA,0,57,57
401,September,Surabaya Selatan,Sawahan,Puskesmas Sawahan,GIGI,51,490,541
402,September,Surabaya Selatan,Sawahan,Puskesmas Sawahan,GIZI,6,56,62
403,September,Surabaya Selatan,Sawahan,Puskesmas Sawahan,KIA,117,823,940
404,September,Surabaya Selatan,Sawahan,Puskesmas Sawahan,LANSIA,22,887,909
405,September,Surabaya Selatan,Sawahan,Puskesmas Sawahan,PSIKOLOGI,9,58,67
406,September,Surabaya Selatan,Sawahan,Puskesmas Sawahan,UMUM,281,2685,2966
407,September,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,ANAK,63,496,559
408,September,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,BATRA,1,20,21
409,September,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,GIGI,63,323,386
410,September,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,GIZI,5,75,80
411,September,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,KIA,89,342,431
412,September,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,LANSIA,15,334,349
413,September,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,PARU,1,108,109
414,September,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,PSIKOLOGI,4,8,12
415,September,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,SANITASI,0,2,2
416,September,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,UMUM,185,1780,1965
417,September,Surabaya Barat,Benowo,Puskesmas Sememi,BATRA,5,42,47
418,September,Surabaya Barat,Benowo,Puskesmas Sememi,GIGI,68,478,546
419,September,Surabaya Barat,Benowo,Puskesmas Sememi,GIZI,2,9,11
420,September,Surabaya Barat,Benowo,Puskesmas Sememi,INSTALASI GAWAT DARURAT,1,0,1
421,September,Surabaya Barat,Benowo,Puskesmas Sememi,KIA,241,1293,1534
422,September,Surabaya Barat,Benowo,Puskesmas Sememi,LANSIA,25,638,663
423,September,Surabaya Barat,Benowo,Puskesmas Sememi,PSIKOLOGI,1,20,21
424,September,Surabaya Barat,Benowo,Puskesmas Sememi,RAWAT INAP,0,1,1
425,September,Surabaya Barat,Benowo,Puskesmas Sememi,UMUM,387,3210,3597
426,September,Surabaya Barat,Benowo,Puskesmas Sememi,VCT,10,40,50
427,September,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,BATRA,2,28,30
428,September,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,GIGI,59,278,337
429,September,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,GIZI,23,40,63
430,September,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,INSTALASI GAWAT DARURAT,2,0,2
431,September,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,KIA,119,570,689
432,September,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,LANSIA,8,651,659
433,September,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,PSIKOLOGI,16,22,38
434,September,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,SANITASI,0,1,1
435,September,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,UMUM,243,1759,2002
436,September,Surabaya Utara,Semampir,Puskesmas Sidotopo,BATRA,2,31,33
437,September,Surabaya Utara,Semampir,Puskesmas Sidotopo,GIGI,55,355,410
438,September,Surabaya Utara,Semampir,Puskesmas Sidotopo,GIZI,68,540,608
439,September,Surabaya Utara,Semampir,Puskesmas Sidotopo,INSTALASI GAWAT DARURAT,1,0,1
440,September,Surabaya Utara,Semampir,Puskesmas Sidotopo,KIA,62,293,355
441,September,Surabaya Utara,Semampir,Puskesmas Sidotopo,LANSIA,42,638,680
442,September,Surabaya Utara,Semampir,Puskesmas Sidotopo,PARU,4,97,101
443,September,Surabaya Utara,Semampir,Puskesmas Sidotopo,PSIKOLOGI,1,16,17
444,September,Surabaya Utara,Semampir,Puskesmas Sidotopo,UMUM,248,1934,2182
445,September,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,BATRA,6,50,56
446,September,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,GIGI,109,637,746
447,September,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,GIZI,54,164,218
448,September,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,INSTALASI GAWAT DARURAT,2,2,4
449,September,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,KIA,264,1704,1968
450,September,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,LANSIA,15,633,648
451,September,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,LOKET,0,1,1
452,September,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,PARU,3,159,162
453,September,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,PSIKOLOGI,81,134,215
454,September,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,RAWAT INAP,35,125,160
455,September,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,SANITASI,55,140,195
456,September,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,UMUM,401,3530,3931
457,September,Surabaya Pusat,Simokerto,Puskesmas Simolawang,ANAK,90,630,720
458,September,Surabaya Pusat,Simokerto,Puskesmas Simolawang,BATRA,0,12,12
459,September,Surabaya Pusat,Simokerto,Puskesmas Simolawang,GIGI,35,454,489
460,September,Surabaya Pusat,Simokerto,Puskesmas Simolawang,GIZI,5,36,41
461,September,Surabaya Pusat,Simokerto,Puskesmas Simolawang,KIA,49,316,365
462,September,Surabaya Pusat,Simokerto,Puskesmas Simolawang,LANSIA,16,527,543
463,September,Surabaya Pusat,Simokerto,Puskesmas Simolawang,PARU,4,132,136
464,September,Surabaya Pusat,Simokerto,Puskesmas Simolawang,PSIKOLOGI,28,108,136
465,September,Surabaya Pusat,Simokerto,Puskesmas Simolawang,UMUM,158,2028,2186
466,September,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,ANAK,77,709,786
467,September,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,BATRA,2,44,46
468,September,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,GIGI,64,703,767
469,September,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,GIZI,5,32,37
470,September,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,INSTALASI GAWAT DARURAT,16,44,60
471,September,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,KIA,165,775,940
472,September,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,LANSIA,42,1523,1565
473,September,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,Poli PCR-SWAB,0,6,6
474,September,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,PSIKOLOGI,7,45,52
475,September,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,RAWAT INAP,2,24,26
476,September,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,UMUM,326,2976,3302
477,September,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,BATRA,0,51,51
478,September,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,GIGI,43,358,401
479,September,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,GIZI,3,14,17
480,September,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,INSTALASI GAWAT DARURAT,35,74,109
481,September,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,KIA,79,482,561
482,September,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,LANSIA,13,500,513
483,September,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,PSIKOLOGI,10,20,30
484,September,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,RAWAT INAP,2,6,8
485,September,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,SANITASI,0,1,1
486,September,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,UMUM,235,2170,2405
487,September,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,BATRA,0,112,112
488,September,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,GIGI,37,337,374
489,September,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,GIZI,2,18,20
490,September,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,INSTALASI GAWAT DARURAT,0,1,1
491,September,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,KIA,101,785,886
492,September,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,LANSIA,28,786,814
493,September,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,PKPR,41,193,234
494,September,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,PSIKOLOGI,2,17,19
495,September,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,UMUM,221,1948,2169
496,September,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,BATRA,1,10,11
497,September,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,GIGI,40,430,470
498,September,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,GIZI,2,18,20
499,September,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,INSTALASI GAWAT DARURAT,1,1,2
500,September,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,KIA,96,576,672
501,September,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,LANSIA,9,262,271
502,September,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,PSIKOLOGI,6,28,34
503,September,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,SANITASI,1,0,1
504,September,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,UMUM,151,1311,1462
505,September,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,ANAK,86,518,604
506,September,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,BATRA,2,102,104
507,September,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,GIGI,68,588,656
508,September,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,GIZI,1,9,10
509,September,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,INSTALASI GAWAT DARURAT,12,20,32
510,September,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,KIA,120,759,879
511,September,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,LANSIA,26,530,556
512,September,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,MEDICAL CHECK UP,59,43,102
513,September,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,PSIKOLOGI,9,79,88
514,September,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,RAWAT INAP,8,59,67
515,September,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,UMUM,406,3355,3761
516,September,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,BATRA,0,3,3
517,September,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,GIGI,54,344,398
518,September,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,GIZI,0,1,1
519,September,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,INSTALASI GAWAT DARURAT,3,9,12
520,September,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,KIA,87,436,523
521,September,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,LANSIA,6,299,305
522,September,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,PSIKOLOGI,2,20,22
523,September,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,UMUM,220,1185,1405
524,September,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,BATRA,2,20,22
525,September,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,GIGI,38,434,472
526,September,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,GIZI,5,47,52
527,September,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,KIA,164,562,726
528,September,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,PSIKOLOGI,1,7,8
529,September,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,SANITASI,0,2,2
530,September,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,UMUM,369,2775,3144
531,September,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,BATRA,0,51,51
532,September,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,DEGENARATIF,1,5,6
533,September,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,GIGI,63,427,490
534,September,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,GIZI,15,55,70
535,September,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,INSTALASI GAWAT DARURAT,12,9,21
536,September,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,KIA,237,1166,1403
537,September,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,LANSIA,29,797,826
538,September,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,PKPR,0,1,1
539,September,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,PSIKOLOGI,6,25,31
540,September,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,RAWAT INAP,3,11,14
541,September,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,UMUM,495,2467,2962
542,September,Surabaya Selatan,Wiyung,Puskesmas Wiyung,ANAK,102,582,684
543,September,Surabaya Selatan,Wiyung,Puskesmas Wiyung,BATRA,3,125,128
544,September,Surabaya Selatan,Wiyung,Puskesmas Wiyung,GIGI,71,660,731
545,September,Surabaya Selatan,Wiyung,Puskesmas Wiyung,GIZI,5,19,24
546,September,Surabaya Selatan,Wiyung,Puskesmas Wiyung,INSTALASI GAWAT DARURAT,0,2,2
547,September,Surabaya Selatan,Wiyung,Puskesmas Wiyung,KIA,37,392,429
548,September,Surabaya Selatan,Wiyung,Puskesmas Wiyung,LANSIA,22,687,709
549,September,Surabaya Selatan,Wiyung,Puskesmas Wiyung,PKPR,61,64,125
550,September,Surabaya Selatan,Wiyung,Puskesmas Wiyung,PSIKOLOGI,42,57,99
551,September,Surabaya Selatan,Wiyung,Puskesmas Wiyung,RAWAT INAP,1,0,1
552,September,Surabaya Selatan,Wiyung,Puskesmas Wiyung,SANITASI,4,13,17
553,September,Surabaya Selatan,Wiyung,Puskesmas Wiyung,UMUM,350,2835,3185
554,September,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,BATRA,1,37,38
555,September,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,GIGI,42,412,454
556,September,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,GIZI,0,4,4
557,September,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,KIA,110,678,788
558,September,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,LANSIA,14,694,708
559,September,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,PSIKOLOGI,3,17,20
560,September,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,UMUM,267,1688,1955
561,September,Surabaya Utara,Semampir,Puskesmas Wonokusumo,BATRA,0,13,13
562,September,Surabaya Utara,Semampir,Puskesmas Wonokusumo,GIGI,48,603,651
563,September,Surabaya Utara,Semampir,Puskesmas Wonokusumo,GIZI,0,23,23
564,September,Surabaya Utara,Semampir,Puskesmas Wonokusumo,INSTALASI GAWAT DARURAT,0,1,1
565,September,Surabaya Utara,Semampir,Puskesmas Wonokusumo,KIA,140,824,964
566,September,Surabaya Utara,Semampir,Puskesmas Wonokusumo,LANSIA,17,700,717
567,September,Surabaya Utara,Semampir,Puskesmas Wonokusumo,PSIKOLOGI,5,38,43
568,September,Surabaya Utara,Semampir,Puskesmas Wonokusumo,SANITASI,0,1,1
569,September,Surabaya Utara,Semampir,Puskesmas Wonokusumo,UMUM,235,2631,2866
