_id,Periode,Wilayah,Kecamatan,Nama Puskesmas,Poli,Baru,Lama,Total
280,Oktober,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,GIGI,198,867,1065
281,Oktober,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,GIZI,2,25,27
282,Oktober,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,INSTALASI GAWAT DARURAT,3,1,4
283,Oktober,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,KIA,232,1233,1465
284,Oktober,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,LANSIA,36,873,909
285,Oktober,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,LOKET,1,0,1
286,Oktober,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,PSIKOLOGI,67,99,166
287,Oktober,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,RAWAT INAP,19,122,141
288,Oktober,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,SANITASI,0,1,1
289,Oktober,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,UMUM,509,3165,3674
290,Oktober,Surabaya Timur,Sukolilo,Puskesmas Menur,BATRA,2,69,71
291,Oktober,Surabaya Timur,Sukolilo,Puskesmas Menur,GIGI,71,547,618
292,Oktober,Surabaya Timur,Sukolilo,Puskesmas Menur,GIZI,4,13,17
293,Oktober,Surabaya Timur,Sukolilo,Puskesmas Menur,INSTALASI GAWAT DARURAT,1,0,1
294,Oktober,Surabaya Timur,Sukolilo,Puskesmas Menur,KIA,126,653,779
295,Oktober,Surabaya Timur,Sukolilo,Puskesmas Menur,LANSIA,15,817,832
296,Oktober,Surabaya Timur,Sukolilo,Puskesmas Menur,PSIKOLOGI,3,11,14
297,Oktober,Surabaya Timur,Sukolilo,Puskesmas Menur,UMUM,390,1904,2294
298,Oktober,Surabaya Timur,Gubeng,Puskesmas Mojo,BATRA,1,36,37
299,Oktober,Surabaya Timur,Gubeng,Puskesmas Mojo,GIGI,34,477,511
300,Oktober,Surabaya Timur,Gubeng,Puskesmas Mojo,GIZI,1,4,5
301,Oktober,Surabaya Timur,Gubeng,Puskesmas Mojo,INSTALASI GAWAT DARURAT,1,0,1
302,Oktober,Surabaya Timur,Gubeng,Puskesmas Mojo,KIA,175,623,798
303,Oktober,Surabaya Timur,Gubeng,Puskesmas Mojo,LANSIA,27,900,927
304,Oktober,Surabaya Timur,Gubeng,Puskesmas Mojo,MEDICAL CHECK UP,0,19,19
305,Oktober,Surabaya Timur,Gubeng,Puskesmas Mojo,P2M,8,158,166
306,Oktober,Surabaya Timur,Gubeng,Puskesmas Mojo,PSIKOLOGI,5,17,22
307,Oktober,Surabaya Timur,Gubeng,Puskesmas Mojo,UMUM,354,2485,2839
308,Oktober,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,ANAK,81,629,710
309,Oktober,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,BATRA,1,21,22
310,Oktober,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,GIGI,39,288,327
311,Oktober,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,GIZI,12,136,148
312,Oktober,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,INSTALASI GAWAT DARURAT,0,1,1
313,Oktober,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,KIA,64,314,378
314,Oktober,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,LANSIA,26,521,547
315,Oktober,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,PSIKOLOGI,10,47,57
316,Oktober,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,SANITASI,0,1,1
317,Oktober,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,UMUM,206,1994,2200
318,Oktober,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,BATRA,5,42,47
319,Oktober,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,GIGI,158,490,648
320,Oktober,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,GIZI,48,66,114
321,Oktober,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,HAMIL,34,264,298
322,Oktober,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,INSTALASI GAWAT DARURAT,7,16,23
323,Oktober,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,KIA,143,666,809
324,Oktober,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,LANSIA,32,593,625
325,Oktober,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,PSIKOLOGI,56,74,130
326,Oktober,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,RAWAT INAP,8,24,32
327,Oktober,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,UMUM,367,1705,2072
328,Oktober,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,BATRA,2,26,28
329,Oktober,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,GIGI,51,560,611
330,Oktober,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,KIA,181,2605,2786
331,Oktober,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,LANSIA,48,950,998
332,Oktober,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,Pelayanan Anak Berkebutuhan Khusus(ABK),21,232,253
333,Oktober,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,PSIKOLOGI,1,13,14
334,Oktober,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,UMUM,308,1878,2186
335,Oktober,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,BATRA,2,82,84
336,Oktober,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,GIGI,46,268,314
337,Oktober,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,GIZI,2,34,36
338,Oktober,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,KIA,118,747,865
339,Oktober,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,LANSIA,1,3,4
340,Oktober,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,PSIKOLOGI,6,46,52
341,Oktober,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,SANITASI,1,0,1
342,Oktober,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,UMUM,255,2788,3043
343,Oktober,Surabaya Selatan,Sawahan,Puskesmas Pakis,BATRA,1,47,48
344,Oktober,Surabaya Selatan,Sawahan,Puskesmas Pakis,GIGI,18,408,426
345,Oktober,Surabaya Selatan,Sawahan,Puskesmas Pakis,GIZI,1,24,25
346,Oktober,Surabaya Selatan,Sawahan,Puskesmas Pakis,KIA,85,766,851
347,Oktober,Surabaya Selatan,Sawahan,Puskesmas Pakis,LANSIA,17,860,877
348,Oktober,Surabaya Selatan,Sawahan,Puskesmas Pakis,PARU,0,57,57
349,Oktober,Surabaya Selatan,Sawahan,Puskesmas Pakis,PSIKOLOGI,8,21,29
350,Oktober,Surabaya Selatan,Sawahan,Puskesmas Pakis,RAWAT INAP,7,5,12
351,Oktober,Surabaya Selatan,Sawahan,Puskesmas Pakis,UMUM,237,2093,2330
352,Oktober,Surabaya Selatan,Semampir,Puskesmas Pegirian,BATRA,4,56,60
353,Oktober,Surabaya Selatan,Semampir,Puskesmas Pegirian,GIGI,44,387,431
354,Oktober,Surabaya Selatan,Semampir,Puskesmas Pegirian,GIZI,0,40,40
355,Oktober,Surabaya Selatan,Semampir,Puskesmas Pegirian,KIA,122,796,918
356,Oktober,Surabaya Selatan,Semampir,Puskesmas Pegirian,LANSIA,14,428,442
357,Oktober,Surabaya Selatan,Semampir,Puskesmas Pegirian,PSIKOLOGI,31,56,87
358,Oktober,Surabaya Selatan,Semampir,Puskesmas Pegirian,SANITASI,15,139,154
359,Oktober,Surabaya Selatan,Semampir,Puskesmas Pegirian,UMUM,183,2070,2253
360,Oktober,Surabaya Pusat,Genteng,Puskesmas Peneleh,BATRA,0,12,12
361,Oktober,Surabaya Pusat,Genteng,Puskesmas Peneleh,GIGI,28,285,313
362,Oktober,Surabaya Pusat,Genteng,Puskesmas Peneleh,GIZI,1,19,20
363,Oktober,Surabaya Pusat,Genteng,Puskesmas Peneleh,KIA,87,648,735
364,Oktober,Surabaya Pusat,Genteng,Puskesmas Peneleh,LANSIA,21,721,742
365,Oktober,Surabaya Pusat,Genteng,Puskesmas Peneleh,PSIKOLOGI,0,13,13
366,Oktober,Surabaya Pusat,Genteng,Puskesmas Peneleh,UMUM,160,1888,2048
367,Oktober,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,ANAK,105,643,748
368,Oktober,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,BATRA,1,16,17
369,Oktober,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,GIGI,59,412,471
370,Oktober,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,GIZI,11,47,58
371,Oktober,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,KIA,109,459,568
372,Oktober,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,LANSIA,20,455,475
373,Oktober,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,PARU,4,79,83
374,Oktober,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,PSIKOLOGI,8,38,46
375,Oktober,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,STD,2,101,103
376,Oktober,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,UMUM,409,3643,4052
377,Oktober,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,BATRA,0,100,100
378,Oktober,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,GIGI,50,527,577
379,Oktober,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,GIZI,0,4,4
380,Oktober,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,INSTALASI GAWAT DARURAT,5,4,9
381,Oktober,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,KIA,98,682,780
382,Oktober,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,LANSIA,31,1342,1373
383,Oktober,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,PSIKOLOGI,2,17,19
384,Oktober,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,SANITASI,0,1,1
385,Oktober,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,UMUM,317,2469,2786
386,Oktober,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,BATRA,0,45,45
387,Oktober,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,GIGI,43,454,497
388,Oktober,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,GIZI,12,55,67
389,Oktober,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,KIA,110,776,886
390,Oktober,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,LANSIA,16,774,790
391,Oktober,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,PSIKOLOGI,33,92,125
392,Oktober,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,STD,39,44,83
393,Oktober,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,UMUM,206,2144,2350
394,Oktober,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,VCT,47,160,207
395,Oktober,Surabaya Timur,Tambaksari,Puskesmas Rangkah,BATRA,3,28,31
396,Oktober,Surabaya Timur,Tambaksari,Puskesmas Rangkah,GIGI,75,603,678
397,Oktober,Surabaya Timur,Tambaksari,Puskesmas Rangkah,GIZI,8,25,33
398,Oktober,Surabaya Timur,Tambaksari,Puskesmas Rangkah,INSTALASI GAWAT DARURAT,0,1,1
399,Oktober,Surabaya Timur,Tambaksari,Puskesmas Rangkah,KIA,382,1589,1971
400,Oktober,Surabaya Timur,Tambaksari,Puskesmas Rangkah,LANSIA,29,934,963
401,Oktober,Surabaya Timur,Tambaksari,Puskesmas Rangkah,PARU,2,82,84
402,Oktober,Surabaya Timur,Tambaksari,Puskesmas Rangkah,PSIKOLOGI,14,55,69
403,Oktober,Surabaya Timur,Tambaksari,Puskesmas Rangkah,UMUM,320,2741,3061
404,Oktober,Surabaya Selatan,Sawahan,Puskesmas Sawahan,BATRA,0,58,58
405,Oktober,Surabaya Selatan,Sawahan,Puskesmas Sawahan,GIGI,40,513,553
406,Oktober,Surabaya Selatan,Sawahan,Puskesmas Sawahan,GIZI,13,47,60
407,Oktober,Surabaya Selatan,Sawahan,Puskesmas Sawahan,INSTALASI GAWAT DARURAT,1,0,1
408,Oktober,Surabaya Selatan,Sawahan,Puskesmas Sawahan,KIA,152,877,1029
409,Oktober,Surabaya Selatan,Sawahan,Puskesmas Sawahan,LANSIA,20,869,889
410,Oktober,Surabaya Selatan,Sawahan,Puskesmas Sawahan,MATA,0,1,1
411,Oktober,Surabaya Selatan,Sawahan,Puskesmas Sawahan,PSIKOLOGI,12,71,83
412,Oktober,Surabaya Selatan,Sawahan,Puskesmas Sawahan,UMUM,265,2807,3072
413,Oktober,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,ANAK,51,430,481
414,Oktober,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,BATRA,2,17,19
415,Oktober,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,GIGI,46,343,389
416,Oktober,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,GIZI,4,36,40
417,Oktober,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,INSTALASI GAWAT DARURAT,2,0,2
418,Oktober,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,KIA,65,279,344
419,Oktober,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,LANSIA,10,311,321
420,Oktober,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,PARU,0,115,115
421,Oktober,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,PSIKOLOGI,2,6,8
422,Oktober,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,UMUM,188,1618,1806
423,Oktober,Surabaya Barat,Benowo,Puskesmas Sememi,BATRA,4,25,29
424,Oktober,Surabaya Barat,Benowo,Puskesmas Sememi,GIGI,56,546,602
425,Oktober,Surabaya Barat,Benowo,Puskesmas Sememi,GIZI,1,26,27
426,Oktober,Surabaya Barat,Benowo,Puskesmas Sememi,INSTALASI GAWAT DARURAT,1,2,3
427,Oktober,Surabaya Barat,Benowo,Puskesmas Sememi,KIA,282,1320,1602
428,Oktober,Surabaya Barat,Benowo,Puskesmas Sememi,LANSIA,30,625,655
429,Oktober,Surabaya Barat,Benowo,Puskesmas Sememi,PSIKOLOGI,0,33,33
430,Oktober,Surabaya Barat,Benowo,Puskesmas Sememi,RAWAT INAP,0,3,3
431,Oktober,Surabaya Barat,Benowo,Puskesmas Sememi,UMUM,385,2955,3340
432,Oktober,Surabaya Barat,Benowo,Puskesmas Sememi,VCT,6,40,46
433,Oktober,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,BATRA,2,42,44
434,Oktober,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,GIGI,49,305,354
435,Oktober,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,GIZI,15,56,71
436,Oktober,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,KIA,109,574,683
437,Oktober,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,LANSIA,19,651,670
438,Oktober,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,PSIKOLOGI,11,17,28
439,Oktober,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,UMUM,215,1942,2157
440,Oktober,Surabaya Utara,Semampir,Puskesmas Sidotopo,BATRA,0,10,10
441,Oktober,Surabaya Utara,Semampir,Puskesmas Sidotopo,GIGI,55,353,408
442,Oktober,Surabaya Utara,Semampir,Puskesmas Sidotopo,GIZI,87,557,644
443,Oktober,Surabaya Utara,Semampir,Puskesmas Sidotopo,KIA,77,317,394
444,Oktober,Surabaya Utara,Semampir,Puskesmas Sidotopo,LANSIA,82,1266,1348
445,Oktober,Surabaya Utara,Semampir,Puskesmas Sidotopo,PARU,5,96,101
446,Oktober,Surabaya Utara,Semampir,Puskesmas Sidotopo,PSIKOLOGI,2,8,10
447,Oktober,Surabaya Utara,Semampir,Puskesmas Sidotopo,UMUM,285,2091,2376
448,Oktober,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,BATRA,5,38,43
449,Oktober,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,GIGI,109,703,812
450,Oktober,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,GIZI,60,125,185
451,Oktober,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,INSTALASI GAWAT DARURAT,2,1,3
452,Oktober,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,KIA,283,1605,1888
453,Oktober,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,LANSIA,21,644,665
454,Oktober,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,LOKET,0,2,2
455,Oktober,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,PARU,0,154,154
456,Oktober,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,PSIKOLOGI,83,127,210
457,Oktober,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,RAWAT INAP,37,142,179
458,Oktober,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,SANITASI,54,137,191
459,Oktober,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,UMUM,444,3631,4075
460,Oktober,Surabaya Pusat,Simokerto,Puskesmas Simolawang,ANAK,86,698,784
461,Oktober,Surabaya Pusat,Simokerto,Puskesmas Simolawang,BATRA,0,15,15
462,Oktober,Surabaya Pusat,Simokerto,Puskesmas Simolawang,GIGI,24,425,449
463,Oktober,Surabaya Pusat,Simokerto,Puskesmas Simolawang,GIZI,4,29,33
464,Oktober,Surabaya Pusat,Simokerto,Puskesmas Simolawang,KIA,55,317,372
465,Oktober,Surabaya Pusat,Simokerto,Puskesmas Simolawang,LANSIA,11,491,502
466,Oktober,Surabaya Pusat,Simokerto,Puskesmas Simolawang,PARU,2,136,138
467,Oktober,Surabaya Pusat,Simokerto,Puskesmas Simolawang,PSIKOLOGI,40,95,135
468,Oktober,Surabaya Pusat,Simokerto,Puskesmas Simolawang,UMUM,146,2167,2313
469,Oktober,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,ANAK,71,672,743
470,Oktober,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,BATRA,2,68,70
471,Oktober,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,GIGI,78,710,788
472,Oktober,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,GIZI,7,47,54
473,Oktober,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,INSTALASI GAWAT DARURAT,19,33,52
474,Oktober,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,KIA,172,993,1165
475,Oktober,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,LANSIA,62,1455,1517
476,Oktober,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,PSIKOLOGI,7,62,69
477,Oktober,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,RAWAT INAP,2,19,21
478,Oktober,Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,UMUM,382,3070,3452
479,Oktober,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,BATRA,0,42,42
480,Oktober,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,GIGI,50,343,393
481,Oktober,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,GIZI,3,20,23
482,Oktober,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,INSTALASI GAWAT DARURAT,28,40,68
483,Oktober,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,KIA,68,427,495
484,Oktober,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,LANSIA,12,532,544
485,Oktober,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,PSIKOLOGI,12,43,55
486,Oktober,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,RAWAT INAP,2,7,9
487,Oktober,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,UMUM,256,2228,2484
488,Oktober,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,BATRA,3,115,118
489,Oktober,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,GIGI,47,365,412
490,Oktober,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,GIZI,1,6,7
491,Oktober,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,KIA,93,823,916
492,Oktober,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,LANSIA,27,805,832
493,Oktober,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,PKPR,21,171,192
494,Oktober,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,PSIKOLOGI,4,14,18
495,Oktober,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,UMUM,209,1985,2194
496,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,BATRA,0,12,12
497,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,GIGI,43,437,480
498,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,GIZI,1,16,17
499,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,INSTALASI GAWAT DARURAT,3,1,4
500,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,KIA,99,625,724
501,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,LANSIA,6,244,250
502,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,PSIKOLOGI,6,22,28
503,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,SANITASI,0,1,1
504,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,UMUM,130,1282,1412
505,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,ANAK,112,544,656
506,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,BATRA,6,93,99
507,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,GIGI,63,724,787
508,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,GIZI,0,7,7
509,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,INSTALASI GAWAT DARURAT,26,16,42
510,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,KIA,135,852,987
511,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,LANSIA,21,581,602
512,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,MEDICAL CHECK UP,41,62,103
513,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,PSIKOLOGI,8,65,73
514,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,RAWAT INAP,18,67,85
515,Oktober,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,UMUM,356,3253,3609
516,Oktober,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,BATRA,0,2,2
517,Oktober,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,GIGI,71,360,431
518,Oktober,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,GIZI,1,1,2
519,Oktober,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,INSTALASI GAWAT DARURAT,13,9,22
520,Oktober,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,KIA,104,419,523
521,Oktober,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,LANSIA,13,316,329
522,Oktober,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,PSIKOLOGI,0,3,3
523,Oktober,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,RAWAT INAP,2,2,4
524,Oktober,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,UMUM,210,1207,1417
525,Oktober,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,BATRA,0,26,26
526,Oktober,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,GIGI,51,405,456
527,Oktober,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,GIZI,17,69,86
528,Oktober,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,KIA,164,572,736
529,Oktober,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,PSIKOLOGI,1,4,5
530,Oktober,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,SANITASI,0,1,1
531,Oktober,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,UMUM,354,2858,3212
532,Oktober,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,BATRA,5,53,58
533,Oktober,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,DEGENARATIF,0,2,2
534,Oktober,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,GIGI,74,449,523
535,Oktober,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,GIZI,12,66,78
536,Oktober,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,INSTALASI GAWAT DARURAT,10,6,16
537,Oktober,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,KIA,208,1158,1366
538,Oktober,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,LANSIA,32,845,877
539,Oktober,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,PSIKOLOGI,19,42,61
540,Oktober,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,RAWAT INAP,2,13,15
541,Oktober,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,UMUM,415,2459,2874
542,Oktober,Surabaya Selatan,Wiyung,Puskesmas Wiyung,ANAK,87,580,667
543,Oktober,Surabaya Selatan,Wiyung,Puskesmas Wiyung,BATRA,8,150,158
544,Oktober,Surabaya Selatan,Wiyung,Puskesmas Wiyung,GIGI,89,704,793
545,Oktober,Surabaya Selatan,Wiyung,Puskesmas Wiyung,GIZI,3,18,21
546,Oktober,Surabaya Selatan,Wiyung,Puskesmas Wiyung,INSTALASI GAWAT DARURAT,0,1,1
547,Oktober,Surabaya Selatan,Wiyung,Puskesmas Wiyung,KIA,42,395,437
548,Oktober,Surabaya Selatan,Wiyung,Puskesmas Wiyung,LANSIA,18,704,722
549,Oktober,Surabaya Selatan,Wiyung,Puskesmas Wiyung,PKPR,50,45,95
550,Oktober,Surabaya Selatan,Wiyung,Puskesmas Wiyung,PSIKOLOGI,36,73,109
551,Oktober,Surabaya Selatan,Wiyung,Puskesmas Wiyung,SANITASI,1,7,8
552,Oktober,Surabaya Selatan,Wiyung,Puskesmas Wiyung,UMUM,448,2829,3277
553,Oktober,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,BATRA,1,46,47
554,Oktober,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,GIGI,49,441,490
555,Oktober,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,GIZI,0,7,7
556,Oktober,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,KIA,123,686,809
557,Oktober,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,LANSIA,10,764,774
558,Oktober,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,PSIKOLOGI,4,7,11
559,Oktober,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,UMUM,282,1703,1985
560,Oktober,Surabaya Utara,Semampir,Puskesmas Wonokusumo,BATRA,1,15,16
