_id,Bulan,Wilayah,Kecamatan,Nama Puskesmas,Poli,Baru,Lama,Total
286,Desember,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,UMUM,688,3779,4467
287,Desember,Surabaya Timur,Sukolilo,Puskesmas Menur,BATRA,3,76,79
288,Desember,Surabaya Timur,Sukolilo,Puskesmas Menur,GIGI,55,497,552
289,Desember,Surabaya Timur,Sukolilo,Puskesmas Menur,GIZI,0,13,13
290,Desember,Surabaya Timur,Sukolilo,Puskesmas Menur,INSTALASI GAWAT DARURAT,1,0,1
291,Desember,Surabaya Timur,Sukolilo,Puskesmas Menur,KIA,97,617,714
292,Desember,Surabaya Timur,Sukolilo,Puskesmas Menur,LANSIA,21,788,809
293,Desember,Surabaya Timur,Sukolilo,Puskesmas Menur,MEDICAL CHECK UP,197,485,682
294,Desember,Surabaya Timur,Sukolilo,Puskesmas Menur,PSIKOLOGI,5,19,24
295,Desember,Surabaya Timur,Sukolilo,Puskesmas Menur,UMUM,284,2306,2590
296,Desember,Surabaya Timur,Gubeng,Puskesmas Mojo,BATRA,3,67,70
297,Desember,Surabaya Timur,Gubeng,Puskesmas Mojo,GIGI,27,430,457
298,Desember,Surabaya Timur,Gubeng,Puskesmas Mojo,GIZI,0,3,3
299,Desember,Surabaya Timur,Gubeng,Puskesmas Mojo,KIA,129,539,668
300,Desember,Surabaya Timur,Gubeng,Puskesmas Mojo,LANSIA,36,849,885
301,Desember,Surabaya Timur,Gubeng,Puskesmas Mojo,MEDICAL CHECK UP,247,3157,3404
302,Desember,Surabaya Timur,Gubeng,Puskesmas Mojo,P2M,7,175,182
303,Desember,Surabaya Timur,Gubeng,Puskesmas Mojo,PSIKOLOGI,3,18,21
304,Desember,Surabaya Timur,Gubeng,Puskesmas Mojo,UMUM,377,2825,3202
305,Desember,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,ANAK,81,575,656
306,Desember,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,BATRA,1,10,11
307,Desember,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,GIGI,41,270,311
308,Desember,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,GIZI,17,134,151
309,Desember,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,KIA,50,236,286
310,Desember,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,LANSIA,10,544,554
311,Desember,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,PSIKOLOGI,10,28,38
312,Desember,Surabaya Utara,Krembangan,Puskesmas Moro Krembangan ,UMUM,364,2662,3026
313,Desember,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,BATRA,1,52,53
314,Desember,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,GIGI,102,413,515
315,Desember,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,GIZI,32,62,94
316,Desember,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,HAMIL,30,207,237
317,Desember,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,INSTALASI GAWAT DARURAT,14,17,31
318,Desember,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,KIA,105,629,734
319,Desember,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,LANSIA,25,613,638
320,Desember,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,PSIKOLOGI,36,57,93
321,Desember,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,RAWAT INAP,13,15,28
322,Desember,Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,UMUM,619,2100,2719
323,Desember,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,BATRA,1,24,25
324,Desember,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,GIGI,42,603,645
325,Desember,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,KIA,158,1859,2017
326,Desember,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,LANSIA,28,838,866
327,Desember,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,Pelayanan Anak Berkebutuhan Khusus (ABK),20,240,260
328,Desember,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,PSIKOLOGI,1,16,17
329,Desember,Surabaya Selatan,Wonokromo,Puskesmas Ngagel Rejo,UMUM,478,2498,2976
330,Desember,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,BATRA,2,38,40
331,Desember,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,GIGI,47,269,316
332,Desember,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,GIZI,1,19,20
333,Desember,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,KIA,109,721,830
334,Desember,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,LANSIA,1,9,10
335,Desember,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,PSIKOLOGI,10,36,46
336,Desember,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,RAWAT INAP,0,1,1
337,Desember,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,SANITASI,0,1,1
338,Desember,Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,UMUM,649,3471,4120
339,Desember,Surabaya Selatan,Sawahan,Puskesmas Pakis,BATRA,2,30,32
340,Desember,Surabaya Selatan,Sawahan,Puskesmas Pakis,GIGI,20,368,388
341,Desember,Surabaya Selatan,Sawahan,Puskesmas Pakis,GIZI,2,40,42
342,Desember,Surabaya Selatan,Sawahan,Puskesmas Pakis,INSTALASI GAWAT DARURAT,0,1,1
343,Desember,Surabaya Selatan,Sawahan,Puskesmas Pakis,KIA,79,663,742
344,Desember,Surabaya Selatan,Sawahan,Puskesmas Pakis,LANSIA,12,922,934
345,Desember,Surabaya Selatan,Sawahan,Puskesmas Pakis,PARU,0,84,84
346,Desember,Surabaya Selatan,Sawahan,Puskesmas Pakis,PSIKOLOGI,7,42,49
347,Desember,Surabaya Selatan,Sawahan,Puskesmas Pakis,RAWAT INAP,3,5,8
348,Desember,Surabaya Selatan,Sawahan,Puskesmas Pakis,UMUM,323,2455,2778
349,Desember,Surabaya Selatan,Semampir,Puskesmas Pegirian,BATRA,5,98,103
350,Desember,Surabaya Selatan,Semampir,Puskesmas Pegirian,GIGI,39,377,416
351,Desember,Surabaya Selatan,Semampir,Puskesmas Pegirian,GIZI,1,43,44
352,Desember,Surabaya Selatan,Semampir,Puskesmas Pegirian,KIA,102,799,901
353,Desember,Surabaya Selatan,Semampir,Puskesmas Pegirian,LANSIA,10,483,493
354,Desember,Surabaya Selatan,Semampir,Puskesmas Pegirian,PSIKOLOGI,27,75,102
355,Desember,Surabaya Selatan,Semampir,Puskesmas Pegirian,SANITASI,2,45,47
356,Desember,Surabaya Selatan,Semampir,Puskesmas Pegirian,UMUM,272,2635,2907
357,Desember,Surabaya Selatan,Semampir,Puskesmas Pegirian,VAKSIN D1,0,1,1
358,Desember,Surabaya Pusat,Genteng,Puskesmas Peneleh,BATRA,1,6,7
359,Desember,Surabaya Pusat,Genteng,Puskesmas Peneleh,GIGI,13,299,312
360,Desember,Surabaya Pusat,Genteng,Puskesmas Peneleh,GIZI,1,10,11
361,Desember,Surabaya Pusat,Genteng,Puskesmas Peneleh,INSTALASI GAWAT DARURAT,1,0,1
362,Desember,Surabaya Pusat,Genteng,Puskesmas Peneleh,KIA,80,560,640
363,Desember,Surabaya Pusat,Genteng,Puskesmas Peneleh,LANSIA,23,671,694
364,Desember,Surabaya Pusat,Genteng,Puskesmas Peneleh,PSIKOLOGI,0,2,2
365,Desember,Surabaya Pusat,Genteng,Puskesmas Peneleh,UMUM,342,2529,2871
366,Desember,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,ANAK,77,691,768
367,Desember,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,BATRA,2,19,21
368,Desember,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,GIGI,49,320,369
369,Desember,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,GIZI,3,5,8
370,Desember,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,INSTALASI GAWAT DARURAT,1,0,1
371,Desember,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,KIA,80,386,466
372,Desember,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,LANSIA,13,405,418
373,Desember,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,PARU,0,59,59
374,Desember,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,PSIKOLOGI,9,22,31
375,Desember,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,STD,3,105,108
376,Desember,Surabaya Utara,Pabean Cantian,Puskesmas Perak Timur,UMUM,800,4776,5576
377,Desember,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,BATRA,2,85,87
378,Desember,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,GIGI,50,485,535
379,Desember,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,GIZI,2,2,4
380,Desember,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,INSTALASI GAWAT DARURAT,9,2,11
381,Desember,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,KIA,116,620,736
382,Desember,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,LANSIA,31,1264,1295
383,Desember,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,PSIKOLOGI,1,11,12
384,Desember,Surabaya Timur,Gubeng,Puskesmas Pucangsewu,UMUM,569,3039,3608
385,Desember,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,BATRA,0,44,44
386,Desember,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,GIGI,44,382,426
387,Desember,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,GIZI,6,38,44
388,Desember,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,INSTALASI GAWAT DARURAT,1,0,1
389,Desember,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,KIA,79,664,743
390,Desember,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,LANSIA,18,686,704
391,Desember,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,PSIKOLOGI,47,69,116
392,Desember,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,STD,48,38,86
393,Desember,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,UMUM,380,2528,2908
394,Desember,Surabaya Selatan,Sawahan,Puskesmas Putat Jaya,VCT,27,151,178
395,Desember,Surabaya Timur,Tambaksari,Puskesmas Rangkah,BATRA,0,19,19
396,Desember,Surabaya Timur,Tambaksari,Puskesmas Rangkah,GIGI,62,571,633
397,Desember,Surabaya Timur,Tambaksari,Puskesmas Rangkah,GIZI,3,22,25
398,Desember,Surabaya Timur,Tambaksari,Puskesmas Rangkah,KIA,251,1176,1427
399,Desember,Surabaya Timur,Tambaksari,Puskesmas Rangkah,LANSIA,22,824,846
400,Desember,Surabaya Timur,Tambaksari,Puskesmas Rangkah,PARU,2,80,82
401,Desember,Surabaya Timur,Tambaksari,Puskesmas Rangkah,PSIKOLOGI,10,45,55
402,Desember,Surabaya Timur,Tambaksari,Puskesmas Rangkah,UMUM,691,3719,4410
403,Desember,Surabaya Selatan,Sawahan,Puskesmas Sawahan,BATRA,0,43,43
404,Desember,Surabaya Selatan,Sawahan,Puskesmas Sawahan,GIGI,44,450,494
405,Desember,Surabaya Selatan,Sawahan,Puskesmas Sawahan,GIZI,10,33,43
406,Desember,Surabaya Selatan,Sawahan,Puskesmas Sawahan,KIA,104,769,873
407,Desember,Surabaya Selatan,Sawahan,Puskesmas Sawahan,LANSIA,20,907,927
408,Desember,Surabaya Selatan,Sawahan,Puskesmas Sawahan,PSIKOLOGI,6,37,43
409,Desember,Surabaya Selatan,Sawahan,Puskesmas Sawahan,UMUM,468,3150,3618
410,Desember,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,ANAK,66,437,503
411,Desember,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,BATRA,0,3,3
412,Desember,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,GIGI,42,361,403
413,Desember,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,GIZI,1,46,47
414,Desember,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,INSTALASI GAWAT DARURAT,0,1,1
415,Desember,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,KIA,82,335,417
416,Desember,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,LANSIA,12,342,354
417,Desember,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,PARU,1,65,66
418,Desember,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,PSIKOLOGI,0,1,1
419,Desember,Surabaya Utara,Semampir,Puskesmas Sawah Pulo,UMUM,313,2145,2458
420,Desember,Surabaya Barat,Benowo,Puskesmas Sememi,BATRA,2,25,27
421,Desember,Surabaya Barat,Benowo,Puskesmas Sememi,GIGI,40,551,591
422,Desember,Surabaya Barat,Benowo,Puskesmas Sememi,GIZI,8,36,44
423,Desember,Surabaya Barat,Benowo,Puskesmas Sememi,INSTALASI GAWAT DARURAT,8,6,14
424,Desember,Surabaya Barat,Benowo,Puskesmas Sememi,KIA,260,1296,1556
425,Desember,Surabaya Barat,Benowo,Puskesmas Sememi,LANSIA,21,642,663
426,Desember,Surabaya Barat,Benowo,Puskesmas Sememi,PSIKOLOGI,1,21,22
427,Desember,Surabaya Barat,Benowo,Puskesmas Sememi,RAWAT INAP,1,5,6
428,Desember,Surabaya Barat,Benowo,Puskesmas Sememi,SANITASI,0,1,1
429,Desember,Surabaya Barat,Benowo,Puskesmas Sememi,UMUM,755,3467,4222
430,Desember,Surabaya Barat,Benowo,Puskesmas Sememi,VCT,6,37,43
431,Desember,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,BATRA,2,24,26
432,Desember,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,GIGI,42,294,336
433,Desember,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,GIZI,13,48,61
434,Desember,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,KIA,91,490,581
435,Desember,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,LANSIA,15,639,654
436,Desember,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,PSIKOLOGI,8,19,27
437,Desember,Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,UMUM,396,2431,2827
438,Desember,Surabaya Utara,Semampir,Puskesmas Sidotopo,BATRA,0,9,9
439,Desember,Surabaya Utara,Semampir,Puskesmas Sidotopo,GIGI,51,402,453
440,Desember,Surabaya Utara,Semampir,Puskesmas Sidotopo,GIZI,80,561,641
441,Desember,Surabaya Utara,Semampir,Puskesmas Sidotopo,INSTALASI GAWAT DARURAT,1,0,1
442,Desember,Surabaya Utara,Semampir,Puskesmas Sidotopo,KIA,60,327,387
443,Desember,Surabaya Utara,Semampir,Puskesmas Sidotopo,LANSIA,18,574,592
444,Desember,Surabaya Utara,Semampir,Puskesmas Sidotopo,PARU,2,110,112
445,Desember,Surabaya Utara,Semampir,Puskesmas Sidotopo,PSIKOLOGI,3,13,16
446,Desember,Surabaya Utara,Semampir,Puskesmas Sidotopo,UMUM,480,3172,3652
447,Desember,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,BATRA,3,43,46
448,Desember,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,GIGI,108,583,691
449,Desember,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,GIZI,48,110,158
450,Desember,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,INSTALASI GAWAT DARURAT,0,1,1
451,Desember,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,KIA,239,1660,1899
452,Desember,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,LANSIA,14,618,632
453,Desember,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,LOKET,1,0,1
454,Desember,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,PARU,4,173,177
455,Desember,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,PSIKOLOGI,67,94,161
456,Desember,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,RAWAT INAP,33,129,162
457,Desember,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,SANITASI,39,100,139
458,Desember,Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,UMUM,544,4169,4713
459,Desember,Surabaya Pusat,Simokerto,Puskesmas Simolawang,ANAK,75,633,708
460,Desember,Surabaya Pusat,Simokerto,Puskesmas Simolawang,BATRA,0,14,14
461,Desember,Surabaya Pusat,Simokerto,Puskesmas Simolawang,GIGI,20,490,510
462,Desember,Surabaya Pusat,Simokerto,Puskesmas Simolawang,GIZI,2,51,53
463,Desember,Surabaya Pusat,Simokerto,Puskesmas Simolawang,KIA,29,292,321
464,Desember,Surabaya Pusat,Simokerto,Puskesmas Simolawang,LANSIA,10,494,504
465,Desember,Surabaya Pusat,Simokerto,Puskesmas Simolawang,PARU,0,129,129
466,Desember,Surabaya Pusat,Simokerto,Puskesmas Simolawang,PSIKOLOGI,5,40,45
467,Desember,Surabaya Pusat,Simokerto,Puskesmas Simolawang,UMUM,286,3074,3360
468,Desember,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,ANAK,49,649,698
469,Desember,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,BATRA,3,72,75
470,Desember,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,GIGI,49,608,657
471,Desember,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,GIZI,4,27,31
472,Desember,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,INSTALASI GAWAT DARURAT,34,63,97
473,Desember,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,KIA,130,828,958
474,Desember,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,LANSIA,35,1439,1474
475,Desember,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,PSIKOLOGI,10,48,58
476,Desember,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,RAWAT INAP,1,13,14
477,Desember,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,SANITASI,0,5,5
478,Desember,Surabaya Pusat,Simokerto,Puskesmas Simomulyo,UMUM,804,3883,4687
479,Desember,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,BATRA,1,18,19
480,Desember,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,GIGI,27,313,340
481,Desember,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,GIZI,2,22,24
482,Desember,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,INSTALASI GAWAT DARURAT,29,61,90
483,Desember,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,KIA,51,387,438
484,Desember,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,LANSIA,11,489,500
485,Desember,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,PSIKOLOGI,4,23,27
486,Desember,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,RAWAT INAP,1,5,6
487,Desember,Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,UMUM,323,2222,2545
488,Desember,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,BATRA,5,91,96
489,Desember,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,GIGI,44,321,365
490,Desember,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,GIZI,2,28,30
491,Desember,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,INSTALASI GAWAT DARURAT,1,0,1
492,Desember,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,KIA,102,749,851
493,Desember,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,LANSIA,35,759,794
494,Desember,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,PKPR,20,141,161
495,Desember,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,PSIKOLOGI,4,10,14
496,Desember,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,RAWAT INAP,0,1,1
497,Desember,Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,UMUM,392,2762,3154
498,Desember,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,BATRA,0,20,20
499,Desember,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,GIGI,26,386,412
500,Desember,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,GIZI,0,11,11
501,Desember,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,INSTALASI GAWAT DARURAT,4,3,7
502,Desember,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,KIA,61,459,520
503,Desember,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,LANSIA,5,243,248
504,Desember,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,PSIKOLOGI,2,21,23
505,Desember,Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,UMUM,123,1123,1246
506,Desember,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,ANAK,81,496,577
507,Desember,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,BATRA,84,808,892
508,Desember,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,GIGI,47,667,714
509,Desember,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,GIZI,640,22,662
510,Desember,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,INSTALASI GAWAT DARURAT,40,63,103
511,Desember,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,KIA,141,800,941
512,Desember,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,LANSIA,14,523,537
513,Desember,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,MEDICAL CHECK UP,47,56,103
514,Desember,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,PSIKOLOGI,8,99,107
515,Desember,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,RAWAT INAP,9,41,50
516,Desember,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,SANITASI,0,1,1
517,Desember,Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,UMUM,319,2597,2916
518,Desember,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,BATRA,0,2,2
519,Desember,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,GIGI,64,359,423
520,Desember,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,GIZI,0,1,1
521,Desember,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,INSTALASI GAWAT DARURAT,2,5,7
522,Desember,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,KIA,112,375,487
523,Desember,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,LANSIA,13,312,325
524,Desember,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,PSIKOLOGI,1,6,7
525,Desember,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,RAWAT INAP,1,3,4
526,Desember,Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,UMUM,500,1505,2005
527,Desember,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,BATRA,1,20,21
528,Desember,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,GIGI,51,398,449
529,Desember,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,GIZI,10,50,60
530,Desember,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,INSTALASI GAWAT DARURAT,1,0,1
531,Desember,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,KIA,155,565,720
532,Desember,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,PSIKOLOGI,0,6,6
533,Desember,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,SANITASI,0,2,2
534,Desember,Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,UMUM,555,3238,3793
535,Desember,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,BATRA,0,59,59
536,Desember,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,DEGENARATIF,0,2,2
537,Desember,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,GIGI,59,486,545
538,Desember,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,GIZI,14,37,51
539,Desember,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,INSTALASI GAWAT DARURAT,5,9,14
540,Desember,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,KIA,162,1061,1223
541,Desember,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,LANSIA,21,704,725
542,Desember,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,PSIKOLOGI,3,18,21
543,Desember,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,RAWAT INAP,1,6,7
544,Desember,Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,UMUM,435,2566,3001
545,Desember,Surabaya Selatan,Wiyung,Puskesmas Wiyung,ANAK,85,542,627
546,Desember,Surabaya Selatan,Wiyung,Puskesmas Wiyung,BATRA,9,162,171
547,Desember,Surabaya Selatan,Wiyung,Puskesmas Wiyung,GIGI,83,698,781
548,Desember,Surabaya Selatan,Wiyung,Puskesmas Wiyung,GIZI,4,57,61
549,Desember,Surabaya Selatan,Wiyung,Puskesmas Wiyung,INSTALASI GAWAT DARURAT,0,2,2
550,Desember,Surabaya Selatan,Wiyung,Puskesmas Wiyung,KIA,49,464,513
551,Desember,Surabaya Selatan,Wiyung,Puskesmas Wiyung,LANSIA,19,712,731
552,Desember,Surabaya Selatan,Wiyung,Puskesmas Wiyung,PKPR,29,18,47
553,Desember,Surabaya Selatan,Wiyung,Puskesmas Wiyung,PSIKOLOGI,19,39,58
554,Desember,Surabaya Selatan,Wiyung,Puskesmas Wiyung,SANITASI,1,22,23
555,Desember,Surabaya Selatan,Wiyung,Puskesmas Wiyung,UMUM,612,3343,3955
556,Desember,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,BATRA,0,37,37
557,Desember,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,GIGI,39,405,444
558,Desember,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,GIZI,1,0,1
559,Desember,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,KIA,98,606,704
560,Desember,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,LANSIA,14,703,717
561,Desember,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,PSIKOLOGI,5,11,16
562,Desember,Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,UMUM,452,2086,2538
563,Desember,Surabaya Utara,Semampir,Puskesmas Wonokusumo,BATRA,0,12,12
564,Desember,Surabaya Utara,Semampir,Puskesmas Wonokusumo,GIGI,53,631,684
565,Desember,Surabaya Utara,Semampir,Puskesmas Wonokusumo,GIZI,0,20,20
566,Desember,Surabaya Utara,Semampir,Puskesmas Wonokusumo,KIA,152,841,993
567,Desember,Surabaya Utara,Semampir,Puskesmas Wonokusumo,LANSIA,17,690,707
568,Desember,Surabaya Utara,Semampir,Puskesmas Wonokusumo,PSIKOLOGI,6,13,19
569,Desember,Surabaya Utara,Semampir,Puskesmas Wonokusumo,UMUM,412,3175,3587
