_id,Periode,Wilayah,Kecamatan,Nama Puskesmas,Poli,Baru,Lama,Total Kunjungan
160,September,Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,TBC/PARU,0,43,43
161,September,Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,UMUM,560,2145,2705
162,September,Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,VCT,,,0
163,September,Surabaya Utara,Krembangan,Puskesmas Dupak,BATRA,1,24,25
164,September,Surabaya Utara,Krembangan,Puskesmas Dupak,GIGI,23,288,311
165,September,Surabaya Utara,Krembangan,Puskesmas Dupak,GIZI,1,17,18
166,September,Surabaya Utara,Krembangan,Puskesmas Dupak,INSTALASI GAWAT DARURAT,24,26,50
167,September,Surabaya Utara,Krembangan,Puskesmas Dupak,KIA,99,684,783
168,September,Surabaya Utara,Krembangan,Puskesmas Dupak,LABORATORIUM,,,0
169,September,Surabaya Utara,Krembangan,Puskesmas Dupak,LANSIA,8,457,465
170,September,Surabaya Utara,Krembangan,Puskesmas Dupak,MATA,,,0
171,September,Surabaya Utara,Krembangan,Puskesmas Dupak,PKPR,,,0
172,September,Surabaya Utara,Krembangan,Puskesmas Dupak,Poli PCR-SWAB,,,0
173,September,Surabaya Utara,Krembangan,Puskesmas Dupak,PSIKOLOGI,3,24,27
174,September,Surabaya Utara,Krembangan,Puskesmas Dupak,PTRM,,,0
175,September,Surabaya Utara,Krembangan,Puskesmas Dupak,RAWAT INAP,22,14,36
176,September,Surabaya Utara,Krembangan,Puskesmas Dupak,SANITASI,,,0
177,September,Surabaya Utara,Krembangan,Puskesmas Dupak,STD,,,0
178,September,Surabaya Utara,Krembangan,Puskesmas Dupak,TBC/PARU,,,0
179,September,Surabaya Utara,Krembangan,Puskesmas Dupak,UMUM,204,1866,2070
180,September,Surabaya Utara,Krembangan,Puskesmas Dupak,VCT,,,0
181,September,Surabaya Timur,Tambaksari,Puskesmas Gading,BATRA,1,19,20
182,September,Surabaya Timur,Tambaksari,Puskesmas Gading,GIGI,54,308,362
183,September,Surabaya Timur,Tambaksari,Puskesmas Gading,GIZI,43,43,86
184,September,Surabaya Timur,Tambaksari,Puskesmas Gading,INSTALASI GAWAT DARURAT,,,0
185,September,Surabaya Timur,Tambaksari,Puskesmas Gading,KIA,170,1066,1236
186,September,Surabaya Timur,Tambaksari,Puskesmas Gading,LABORATORIUM,,,0
187,September,Surabaya Timur,Tambaksari,Puskesmas Gading,LANSIA,29,482,511
188,September,Surabaya Timur,Tambaksari,Puskesmas Gading,MATA,,,0
189,September,Surabaya Timur,Tambaksari,Puskesmas Gading,PKPR,,,0
190,September,Surabaya Timur,Tambaksari,Puskesmas Gading,Poli PCR-SWAB,,,0
191,September,Surabaya Timur,Tambaksari,Puskesmas Gading,PSIKOLOGI,2,11,13
192,September,Surabaya Timur,Tambaksari,Puskesmas Gading,PTRM,,,0
193,September,Surabaya Timur,Tambaksari,Puskesmas Gading,RAWAT INAP,,,0
194,September,Surabaya Timur,Tambaksari,Puskesmas Gading,SANITASI,,,0
195,September,Surabaya Timur,Tambaksari,Puskesmas Gading,STD,,,0
196,September,Surabaya Timur,Tambaksari,Puskesmas Gading,TBC/PARU,5,74,79
197,September,Surabaya Timur,Tambaksari,Puskesmas Gading,UMUM,463,3033,3496
198,September,Surabaya Timur,Tambaksari,Puskesmas Gading,VCT,,,0
199,September,Surabaya Selatan,Gayungan,Puskesmas Gayungan,BATRA,1,18,19
200,September,Surabaya Selatan,Gayungan,Puskesmas Gayungan,GIGI,68,583,651
201,September,Surabaya Selatan,Gayungan,Puskesmas Gayungan,GIZI,14,63,77
202,September,Surabaya Selatan,Gayungan,Puskesmas Gayungan,INSTALASI GAWAT DARURAT,2,0,2
203,September,Surabaya Selatan,Gayungan,Puskesmas Gayungan,KIA,160,615,775
204,September,Surabaya Selatan,Gayungan,Puskesmas Gayungan,LABORATORIUM,,,0
205,September,Surabaya Selatan,Gayungan,Puskesmas Gayungan,LANSIA,24,822,846
206,September,Surabaya Selatan,Gayungan,Puskesmas Gayungan,MATA,,,0
207,September,Surabaya Selatan,Gayungan,Puskesmas Gayungan,PKPR,,,0
208,September,Surabaya Selatan,Gayungan,Puskesmas Gayungan,Poli PCR-SWAB,,,0
209,September,Surabaya Selatan,Gayungan,Puskesmas Gayungan,PSIKOLOGI,4,19,23
210,September,Surabaya Selatan,Gayungan,Puskesmas Gayungan,PTRM,,,0
211,September,Surabaya Selatan,Gayungan,Puskesmas Gayungan,RAWAT INAP,,,0
212,September,Surabaya Selatan,Gayungan,Puskesmas Gayungan,SANITASI,,,0
213,September,Surabaya Selatan,Gayungan,Puskesmas Gayungan,STD,,,0
214,September,Surabaya Selatan,Gayungan,Puskesmas Gayungan,TBC/PARU,,,0
215,September,Surabaya Selatan,Gayungan,Puskesmas Gayungan,UMUM,450,1789,2239
216,September,Surabaya Selatan,Gayungan,Puskesmas Gayungan,VCT,,,0
217,September,Surabaya Pusat,Bubutan,Puskesmas Gundih,BATRA,2,13,15
218,September,Surabaya Pusat,Bubutan,Puskesmas Gundih,GIGI,6,255,261
219,September,Surabaya Pusat,Bubutan,Puskesmas Gundih,GIZI,0,3,3
220,September,Surabaya Pusat,Bubutan,Puskesmas Gundih,INSTALASI GAWAT DARURAT,0,1,1
221,September,Surabaya Pusat,Bubutan,Puskesmas Gundih,KIA,41,639,680
222,September,Surabaya Pusat,Bubutan,Puskesmas Gundih,LABORATORIUM,,,0
223,September,Surabaya Pusat,Bubutan,Puskesmas Gundih,LANSIA,0,485,485
224,September,Surabaya Pusat,Bubutan,Puskesmas Gundih,MATA,,,0
225,September,Surabaya Pusat,Bubutan,Puskesmas Gundih,PKPR,,,0
226,September,Surabaya Pusat,Bubutan,Puskesmas Gundih,Poli PCR-SWAB,,,0
227,September,Surabaya Pusat,Bubutan,Puskesmas Gundih,PSIKOLOGI,1,14,15
228,September,Surabaya Pusat,Bubutan,Puskesmas Gundih,PTRM,,,0
229,September,Surabaya Pusat,Bubutan,Puskesmas Gundih,RAWAT INAP,,,0
230,September,Surabaya Pusat,Bubutan,Puskesmas Gundih,SANITASI,,,0
231,September,Surabaya Pusat,Bubutan,Puskesmas Gundih,STD,,,0
232,September,Surabaya Pusat,Bubutan,Puskesmas Gundih,TBC/PARU,0,92,92
233,September,Surabaya Pusat,Bubutan,Puskesmas Gundih,UMUM,98,2125,2223
234,September,Surabaya Pusat,Bubutan,Puskesmas Gundih,VCT,,,0
235,September,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,BATRA,,,0
236,September,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,GIGI,62,251,313
237,September,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,GIZI,9,27,36
238,September,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,INSTALASI GAWAT DARURAT,1,0,1
239,September,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,KIA,164,602,766
240,September,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,LABORATORIUM,,,0
241,September,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,LANSIA,22,493,515
242,September,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,MATA,,,0
243,September,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,PKPR,,,0
244,September,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,Poli PCR-SWAB,,,0
245,September,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,PSIKOLOGI,2,10,12
246,September,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,PTRM,,,0
247,September,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,RAWAT INAP,,,0
248,September,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,SANITASI,,,0
249,September,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,STD,,,0
250,September,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,TBC/PARU,,,0
251,September,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,UMUM,464,1534,1998
252,September,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,VCT,,,0
253,September,Surabaya Selatan,Wonokromo,Puskesmas Jagir,BATRA,1,40,41
254,September,Surabaya Selatan,Wonokromo,Puskesmas Jagir,GIGI,128,503,631
255,September,Surabaya Selatan,Wonokromo,Puskesmas Jagir,GIZI,5,37,42
256,September,Surabaya Selatan,Wonokromo,Puskesmas Jagir,INSTALASI GAWAT DARURAT,40,27,67
257,September,Surabaya Selatan,Wonokromo,Puskesmas Jagir,KIA,196,976,1172
258,September,Surabaya Selatan,Wonokromo,Puskesmas Jagir,LABORATORIUM,,,0
259,September,Surabaya Selatan,Wonokromo,Puskesmas Jagir,LANSIA,35,942,977
260,September,Surabaya Selatan,Wonokromo,Puskesmas Jagir,MATA,,,0
261,September,Surabaya Selatan,Wonokromo,Puskesmas Jagir,PKPR,,,0
262,September,Surabaya Selatan,Wonokromo,Puskesmas Jagir,Poli PCR-SWAB,,,0
263,September,Surabaya Selatan,Wonokromo,Puskesmas Jagir,PSIKOLOGI,1,11,12
264,September,Surabaya Selatan,Wonokromo,Puskesmas Jagir,PTRM,0,7,7
265,September,Surabaya Selatan,Wonokromo,Puskesmas Jagir,RAWAT INAP,29,26,55
266,September,Surabaya Selatan,Wonokromo,Puskesmas Jagir,SANITASI,,,0
267,September,Surabaya Selatan,Wonokromo,Puskesmas Jagir,STD,,,0
268,September,Surabaya Selatan,Wonokromo,Puskesmas Jagir,TBC/PARU,,,0
269,September,Surabaya Selatan,Wonokromo,Puskesmas Jagir,UMUM,613,2751,3364
270,September,Surabaya Selatan,Wonokromo,Puskesmas Jagir,VCT,,,0
271,September,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,BATRA,0,28,28
272,September,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,GIGI,47,234,281
273,September,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,GIZI,18,35,53
274,September,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,INSTALASI GAWAT DARURAT,,,0
275,September,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,KIA,89,370,459
276,September,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,LABORATORIUM,37,190,227
277,September,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,LANSIA,16,442,458
278,September,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,MATA,,,0
279,September,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,PKPR,,,0
280,September,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,Poli PCR-SWAB,,,0
281,September,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,PSIKOLOGI,9,15,24
282,September,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,PTRM,,,0
283,September,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,RAWAT INAP,,,0
284,September,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,SANITASI,,,0
285,September,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,STD,,,0
286,September,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,TBC/PARU,,,0
287,September,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,UMUM,254,1630,1884
288,September,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,VCT,,,0
289,September,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,BATRA,1,7,8
290,September,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,GIGI,75,229,304
291,September,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,GIZI,3,7,10
292,September,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,INSTALASI GAWAT DARURAT,0,3,3
293,September,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,KIA,48,134,182
294,September,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,LABORATORIUM,,,0
295,September,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,LANSIA,11,279,290
296,September,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,MATA,,,0
297,September,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,PKPR,,,0
298,September,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,Poli PCR-SWAB,,,0
299,September,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,PSIKOLOGI,11,15,26
300,September,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,PTRM,,,0
301,September,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,RAWAT INAP,,,0
302,September,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,SANITASI,,,0
303,September,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,STD,,,0
304,September,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,TBC/PARU,102,662,764
305,September,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,UMUM,246,815,1061
306,September,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,VCT,,,0
