_id,Periode,Wilayah,Kecamatan,Nama Puskesmas,Poli,Baru,Lama,Total Kunjungan
1,April,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,BATRA,0,14,14
2,April,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,GIGI,58,428,486
3,April,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,GIZI,0,1,1
4,April,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,INSTALASI GAWAT DARURAT,1,0,1
5,April,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,KIA,123,709,832
6,April,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,LANSIA,4,430,434
7,April,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,PSIKOLOGI,0,2,2
8,April,Surabaya Selatan,Wiyung,Puskesmas Asemrowo,UMUM,202,1998,2200
9,April,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,BATRA,1,14,15
10,April,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,GIGI,28,255,283
11,April,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,GIZI,1,6,7
12,April,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,KIA,51,331,382
13,April,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,LANSIA,9,286,295
14,April,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,PSIKOLOGI,1,5,6
15,April,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,UMUM,160,866,1026
16,April,Surabaya Barat,Tandes,Puskesmas Balongsari,BATRA,1,6,7
17,April,Surabaya Barat,Tandes,Puskesmas Balongsari,GIGI,22,390,412
18,April,Surabaya Barat,Tandes,Puskesmas Balongsari,GIZI,1,5,6
19,April,Surabaya Barat,Tandes,Puskesmas Balongsari,INSTALASI GAWAT DARURAT,19,18,37
20,April,Surabaya Barat,Tandes,Puskesmas Balongsari,KIA,115,746,861
21,April,Surabaya Barat,Tandes,Puskesmas Balongsari,LANSIA,8,542,550
22,April,Surabaya Barat,Tandes,Puskesmas Balongsari,P2M,0,75,75
23,April,Surabaya Barat,Tandes,Puskesmas Balongsari,PSIKOLOGI,3,7,10
24,April,Surabaya Barat,Tandes,Puskesmas Balongsari,RAWAT INAP,0,6,6
25,April,Surabaya Barat,Tandes,Puskesmas Balongsari,UMUM,210,1596,1806
26,April,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,BATRA,1,19,20
27,April,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,GIGI,26,229,255
28,April,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,GIZI,0,15,15
29,April,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,HAMIL,2,69,71
30,April,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,KIA,49,387,436
31,April,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,LANSIA,10,192,202
32,April,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,PSIKOLOGI,4,20,24
