_id,Periode,Wilayah,Kecamatan,Nama Puskesmas,Poli,Baru,Lama,Total Kunjungan
225,November,Surabaya Pusat,Bubutan,Puskesmas Gundih,PKPR,,,0
226,November,Surabaya Pusat,Bubutan,Puskesmas Gundih,Poli PCR-SWAB,,,0
227,November,Surabaya Pusat,Bubutan,Puskesmas Gundih,PSIKOLOGI,3,19,22
228,November,Surabaya Pusat,Bubutan,Puskesmas Gundih,PTRM,,,0
229,November,Surabaya Pusat,Bubutan,Puskesmas Gundih,RAWAT INAP,,,0
230,November,Surabaya Pusat,Bubutan,Puskesmas Gundih,SANITASI,,,0
231,November,Surabaya Pusat,Bubutan,Puskesmas Gundih,STD,,,0
232,November,Surabaya Pusat,Bubutan,Puskesmas Gundih,TBC/PARU,,,0
233,November,Surabaya Pusat,Bubutan,Puskesmas Gundih,UMUM,84,2157,2241
234,November,Surabaya Pusat,Bubutan,Puskesmas Gundih,VCT,,,0
235,November,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,BATRA,,,0
236,November,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,GIGI,70,218,288
237,November,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,GIZI,12,22,34
238,November,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,INSTALASI GAWAT DARURAT,0,1,1
239,November,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,KIA,167,665,832
240,November,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,LABORATORIUM,,,0
241,November,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,LANSIA,22,466,488
242,November,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,MATA,,,0
243,November,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,PKPR,,,0
244,November,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,Poli PCR-SWAB,,,0
245,November,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,PSIKOLOGI,4,18,22
246,November,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,PTRM,,,0
247,November,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,RAWAT INAP,,,0
248,November,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,SANITASI,,,0
249,November,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,STD,,,0
250,November,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,TBC/PARU,,,0
251,November,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,UMUM,447,1522,1969
252,November,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,VCT,,,0
253,November,Surabaya Selatan,Wonokromo,Puskesmas Jagir,BATRA,2,44,46
254,November,Surabaya Selatan,Wonokromo,Puskesmas Jagir,GIGI,108,494,602
255,November,Surabaya Selatan,Wonokromo,Puskesmas Jagir,GIZI,18,78,96
256,November,Surabaya Selatan,Wonokromo,Puskesmas Jagir,INSTALASI GAWAT DARURAT,44,43,87
257,November,Surabaya Selatan,Wonokromo,Puskesmas Jagir,KIA,223,1088,1311
258,November,Surabaya Selatan,Wonokromo,Puskesmas Jagir,LABORATORIUM,,,0
259,November,Surabaya Selatan,Wonokromo,Puskesmas Jagir,LANSIA,100,1122,1222
260,November,Surabaya Selatan,Wonokromo,Puskesmas Jagir,MATA,,,0
261,November,Surabaya Selatan,Wonokromo,Puskesmas Jagir,PKPR,,,0
262,November,Surabaya Selatan,Wonokromo,Puskesmas Jagir,Poli PCR-SWAB,,,0
263,November,Surabaya Selatan,Wonokromo,Puskesmas Jagir,PSIKOLOGI,2,15,17
264,November,Surabaya Selatan,Wonokromo,Puskesmas Jagir,PTRM,,,0
265,November,Surabaya Selatan,Wonokromo,Puskesmas Jagir,RAWAT INAP,17,20,37
266,November,Surabaya Selatan,Wonokromo,Puskesmas Jagir,SANITASI,0,1,1
267,November,Surabaya Selatan,Wonokromo,Puskesmas Jagir,STD,,,0
268,November,Surabaya Selatan,Wonokromo,Puskesmas Jagir,TBC/PARU,,,0
269,November,Surabaya Selatan,Wonokromo,Puskesmas Jagir,UMUM,558,2953,3511
270,November,Surabaya Selatan,Wonokromo,Puskesmas Jagir,VCT,,,0
271,November,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,BATRA,3,41,44
272,November,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,GIGI,46,216,262
273,November,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,GIZI,27,44,71
274,November,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,INSTALASI GAWAT DARURAT,,,0
275,November,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,KIA,98,526,624
276,November,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,LABORATORIUM,51,237,288
277,November,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,LANSIA,7,430,437
278,November,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,MATA,,,0
279,November,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,PKPR,,,0
280,November,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,Poli PCR-SWAB,,,0
281,November,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,PSIKOLOGI,18,20,38
282,November,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,PTRM,,,0
283,November,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,RAWAT INAP,,,0
284,November,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,SANITASI,,,0
285,November,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,STD,,,0
286,November,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,TBC/PARU,,,0
287,November,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,UMUM,339,1735,2074
288,November,Surabaya Selatan,Wonocolo,Puskesmas Jemursari,VCT,,,0
289,November,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,BATRA,0,19,19
290,November,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,GIGI,75,211,286
291,November,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,GIZI,9,15,24
292,November,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,INSTALASI GAWAT DARURAT,6,3,9
293,November,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,KIA,43,144,187
294,November,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,LABORATORIUM,,,0
295,November,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,LANSIA,10,255,265
296,November,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,MATA,,,0
297,November,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,PKPR,,,0
298,November,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,Poli PCR-SWAB,,,0
299,November,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,PSIKOLOGI,12,21,33
300,November,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,PTRM,,,0
301,November,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,RAWAT INAP,,,0
302,November,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,SANITASI,,,0
303,November,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,STD,,,0
304,November,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,TBC/PARU,,,0
305,November,Surabaya Barat,Lakarsantri,Puskesmas Jeruk,UMUM,234,1292,1526
