_id,Periode,Wilayah,Kecamatan,Nama Puskesmas,Poli,Baru,Lama,Total Kunjungan
112,Maret,Surabaya Pusat,Bubutan,Puskesmas Gundih,BATRA,0,7,7
113,Maret,Surabaya Pusat,Bubutan,Puskesmas Gundih,GIGI,7,315,322
114,Maret,Surabaya Pusat,Bubutan,Puskesmas Gundih,GIZI,1,29,30
115,Maret,Surabaya Pusat,Bubutan,Puskesmas Gundih,KIA,68,778,846
116,Maret,Surabaya Pusat,Bubutan,Puskesmas Gundih,LANSIA,8,494,502
117,Maret,Surabaya Pusat,Bubutan,Puskesmas Gundih,PARU,0,79,79
118,Maret,Surabaya Pusat,Bubutan,Puskesmas Gundih,PSIKOLOGI,0,27,27
119,Maret,Surabaya Pusat,Bubutan,Puskesmas Gundih,UMUM,44,1738,1782
120,Maret,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,BATRA,2,27,29
121,Maret,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,GIGI,98,286,384
122,Maret,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,GIZI,19,25,44
123,Maret,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,INSTALASI GAWAT DARURAT,0,2,2
124,Maret,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,KIA,218,601,819
125,Maret,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,LANSIA,21,705,726
126,Maret,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,PKPR,41,52,93
127,Maret,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,PSIKOLOGI,31,65,96
128,Maret,Surabaya Timur,Gunung Anyar,Puskesmas Gunung Anyar,UMUM,376,1610,1986
129,Maret,Surabaya Selatan,Wonokromo,Puskesmas Jagir,BATRA,1,51,52
130,Maret,Surabaya Selatan,Wonokromo,Puskesmas Jagir,GIGI,176,778,954
131,Maret,Surabaya Selatan,Wonokromo,Puskesmas Jagir,GIZI,9,43,52
132,Maret,Surabaya Selatan,Wonokromo,Puskesmas Jagir,INSTALASI GAWAT DARURAT,40,39,79
133,Maret,Surabaya Selatan,Wonokromo,Puskesmas Jagir,KIA,249,1117,1366
134,Maret,Surabaya Selatan,Wonokromo,Puskesmas Jagir,LANSIA,71,1433,1504
135,Maret,Surabaya Selatan,Wonokromo,Puskesmas Jagir,PSIKOLOGI,2,19,21
136,Maret,Surabaya Selatan,Wonokromo,Puskesmas Jagir,RAWAT INAP,19,27,46
